commit_id,project_id,sprint_id,developer_id,commit_timestamp,lines_added,lines_deleted,files_changed
C0002783,P004,S0031,D0006,2024-01-10 04:52:26.065970,43,31,1
C0002784,P004,S0031,D0006,2024-01-08 23:01:04.545771,92,24,1
C0002785,P004,S0031,D0019,2024-01-03 13:45:45.748272,97,7,6
C0002786,P004,S0031,D0042,2024-01-05 01:46:14.422257,55,4,2
C0002787,P004,S0031,D0026,2024-01-05 13:03:21.988360,35,23,1
C0002788,P004,S0031,D0019,2023-12-31 23:24:01.290604,99,7,1
C0002789,P004,S0031,D0030,2024-01-01 18:21:37.515237,107,51,4
C0002790,P004,S0031,D0019,2024-01-06 15:49:12.765281,93,4,3
C0002791,P004,S0031,D0042,2024-01-04 12:29:52.093863,85,14,6
C0002792,P004,S0031,D0030,2024-01-09 23:41:36.378253,38,24,3
C0002793,P004,S0031,D0026,2024-01-06 23:21:31.552485,88,14,2
C0002794,P004,S0031,D0030,2024-01-10 14:38:14.065877,62,9,1
C0002795,P004,S0031,D0004,2024-01-04 03:45:35.663030,18,14,2
C0002796,P004,S0031,D0026,2023-12-29 05:29:36.818558,29,26,1
C0002797,P004,S0031,D0004,2023-12-31 01:17:43.593967,44,19,1
C0002798,P004,S0031,D0006,2024-01-04 04:56:40.861871,4,22,10
C0002799,P004,S0031,D0030,2024-01-08 19:39:17.822932,197,26,2
C0002800,P004,S0031,D0030,2024-01-03 06:25:40.530164,23,17,1
C0002801,P004,S0031,D0042,2024-01-08 23:04:37.909829,35,4,1
C0002802,P004,S0031,D0030,2024-01-01 23:06:33.260532,46,6,1
C0002803,P004,S0031,D0030,2024-01-02 01:41:39.889281,38,11,1
C0002804,P004,S0031,D0004,2023-12-30 22:55:49.548350,47,6,1
C0002805,P004,S0031,D0050,2024-01-08 19:50:37.101210,31,8,1
C0002806,P004,S0031,D0042,2024-01-04 09:55:05.414738,28,23,3
C0002807,P004,S0031,D0050,2024-01-11 12:29:51.137931,23,36,3
C0002808,P004,S0031,D0004,2024-01-10 02:18:34.925633,49,6,1
C0002809,P004,S0031,D0004,2024-01-07 05:35:13.081845,33,14,1
C0002810,P004,S0031,D0019,2024-01-09 17:32:48.982919,13,22,6
C0002811,P004,S0031,D0030,2023-12-29 15:09:25.692582,1,9,1
C0002812,P004,S0031,D0019,2024-01-04 11:34:57.709069,56,8,3
C0002813,P004,S0031,D0042,2024-01-03 19:50:26.758297,48,14,2
C0002814,P004,S0031,D0050,2023-12-31 18:20:36.705098,22,57,1
C0002815,P004,S0031,D0006,2024-01-06 05:16:30.472477,86,35,2
C0002816,P004,S0031,D0006,2024-01-04 03:19:09.057177,28,39,1
C0002817,P004,S0031,D0050,2024-01-05 06:19:13.393104,30,36,1
C0002818,P004,S0031,D0026,2023-12-31 22:37:20.922949,132,22,4
C0002819,P004,S0031,D0026,2024-01-03 14:32:30.198079,58,17,1
C0002820,P004,S0031,D0006,2024-01-07 05:42:38.903178,40,9,1
C0002821,P004,S0031,D0019,2023-12-30 03:36:26.806851,127,6,4
C0002822,P004,S0031,D0004,2024-01-01 21:13:07.300347,163,3,1
C0002823,P004,S0031,D0004,2024-01-02 20:12:26.685165,37,26,1
C0002824,P004,S0031,D0004,2023-12-30 15:29:19.554587,49,2,1
C0002825,P004,S0031,D0006,2023-12-30 01:26:14.089908,28,55,1
C0002826,P004,S0031,D0050,2024-01-05 23:48:43.231763,119,26,1
C0002827,P004,S0031,D0019,2023-12-31 03:59:36.315342,66,6,8
C0002828,P004,S0031,D0019,2024-01-03 12:41:30.283947,56,30,7
C0002829,P004,S0031,D0050,2024-01-07 01:56:15.565870,63,6,1
C0002830,P004,S0031,D0026,2024-01-04 03:49:26.591872,156,33,6
C0002831,P004,S0031,D0026,2024-01-02 15:59:57.225285,49,12,3
C0002832,P004,S0031,D0006,2024-01-11 13:30:24.810486,84,21,6
C0002833,P004,S0031,D0019,2024-01-01 12:03:13.660982,79,60,1
C0002834,P004,S0031,D0006,2024-01-09 22:23:37.502949,28,35,1
C0002835,P004,S0031,D0030,2023-12-31 19:23:58.166645,24,18,1
C0002836,P004,S0031,D0050,2024-01-08 01:08:39.092380,44,33,3
C0002837,P004,S0031,D0004,2024-01-04 20:11:03.322499,52,39,2
C0002838,P004,S0031,D0004,2024-01-09 23:41:27.661740,83,3,2
C0002839,P004,S0031,D0026,2024-01-11 16:16:26.655443,65,3,2
C0002840,P004,S0032,D0019,2024-01-20 08:29:27.758139,53,23,6
C0002841,P004,S0032,D0026,2024-01-18 09:25:13.417112,20,39,1
C0002842,P004,S0032,D0004,2024-01-22 23:42:38.813768,53,15,1
C0002843,P004,S0032,D0006,2024-01-23 11:36:47.814056,8,8,8
C0002844,P004,S0032,D0019,2024-01-14 20:46:36.788966,16,12,1
C0002845,P004,S0032,D0042,2024-01-16 16:22:28.612978,23,2,4
C0002846,P004,S0032,D0026,2024-01-22 17:30:52.394212,25,10,2
C0002847,P004,S0032,D0030,2024-01-16 19:23:24.444526,75,21,1
C0002848,P004,S0032,D0004,2024-01-14 07:34:29.505993,39,7,3
C0002849,P004,S0032,D0006,2024-01-21 05:55:16.467948,57,43,5
C0002850,P004,S0032,D0004,2024-01-13 05:08:21.057638,9,43,2
C0002851,P004,S0032,D0030,2024-01-23 01:39:23.546355,90,49,5
C0002852,P004,S0032,D0004,2024-01-24 15:45:06.984457,4,31,10
C0002853,P004,S0032,D0030,2024-01-17 21:03:41.195842,5,9,1
C0002854,P004,S0032,D0026,2024-01-16 08:45:34.245567,37,52,3
C0002855,P004,S0032,D0042,2024-01-14 04:26:08.155840,68,9,1
C0002856,P004,S0032,D0004,2024-01-15 08:52:51.859209,18,11,4
C0002857,P004,S0032,D0026,2024-01-22 07:00:49.113819,17,32,1
C0002858,P004,S0032,D0006,2024-01-12 10:00:19.319389,40,43,1
C0002859,P004,S0032,D0004,2024-01-21 17:54:19.260663,76,15,2
C0002860,P004,S0032,D0050,2024-01-19 10:07:48.021168,28,34,1
C0002861,P004,S0032,D0042,2024-01-18 19:26:02.214717,67,10,1
C0002862,P004,S0032,D0006,2024-01-15 08:01:09.689826,83,24,1
C0002863,P004,S0032,D0006,2024-01-16 12:19:53.211937,104,12,1
C0002864,P004,S0032,D0004,2024-01-14 10:37:07.935065,57,23,1
C0002865,P004,S0032,D0006,2024-01-25 02:34:26.920788,25,20,1
C0002866,P004,S0032,D0042,2024-01-24 09:11:42.875438,15,8,6
C0002867,P004,S0032,D0006,2024-01-15 17:37:01.094349,17,38,3
C0002868,P004,S0032,D0030,2024-01-18 01:58:52.929290,86,5,1
C0002869,P004,S0032,D0004,2024-01-17 11:30:39.035862,55,9,1
C0002870,P004,S0032,D0006,2024-01-14 09:23:55.041493,78,50,1
C0002871,P004,S0032,D0030,2024-01-19 01:22:26.383638,15,3,1
C0002872,P004,S0032,D0042,2024-01-25 04:39:59.588016,30,46,5
C0002873,P004,S0032,D0004,2024-01-21 08:23:33.203324,12,24,1
C0002874,P004,S0032,D0030,2024-01-25 05:00:45.867746,14,22,1
C0002875,P004,S0032,D0019,2024-01-22 10:15:13.151908,38,35,6
C0002876,P004,S0032,D0042,2024-01-13 14:18:49.653867,44,20,1
C0002877,P004,S0032,D0004,2024-01-25 03:53:51.632640,31,40,1
C0002878,P004,S0032,D0004,2024-01-18 07:01:51.838801,32,20,1
C0002879,P004,S0032,D0026,2024-01-22 00:29:38.482685,27,17,1
C0002880,P004,S0032,D0026,2024-01-12 22:50:48.144477,15,14,5
C0002881,P004,S0032,D0030,2024-01-15 07:43:44.474117,17,22,1
C0002882,P004,S0032,D0004,2024-01-25 01:25:38.082622,22,17,2
C0002883,P004,S0032,D0019,2024-01-24 18:08:52.453371,38,14,2
C0002884,P004,S0032,D0006,2024-01-13 05:54:29.153855,17,7,4
C0002885,P004,S0032,D0030,2024-01-12 19:14:12.773493,18,21,6
C0002886,P004,S0032,D0050,2024-01-17 22:01:52.449443,53,22,4
C0002887,P004,S0032,D0026,2024-01-25 00:50:20.072142,19,23,3
C0002888,P004,S0032,D0006,2024-01-24 06:15:00.575276,28,9,14
C0002889,P004,S0032,D0030,2024-01-22 08:22:32.467412,61,7,1
C0002890,P004,S0032,D0042,2024-01-17 02:05:51.605396,40,3,1
C0002891,P004,S0032,D0004,2024-01-19 15:49:12.364625,19,4,1
C0002892,P004,S0032,D0050,2024-01-16 05:10:58.101270,92,13,3
C0002893,P004,S0032,D0042,2024-01-19 16:02:41.242355,26,4,4
C0002894,P004,S0032,D0006,2024-01-15 04:45:35.491445,53,3,2
C0002895,P004,S0032,D0042,2024-01-18 10:42:16.305354,48,36,3
C0002896,P004,S0032,D0050,2024-01-22 14:49:05.056364,63,62,1
C0002897,P004,S0032,D0050,2024-01-17 07:15:48.298511,27,18,1
C0002898,P004,S0032,D0006,2024-01-16 00:30:31.728987,9,25,3
C0002899,P004,S0032,D0006,2024-01-23 05:20:39.981997,109,3,1
C0002900,P004,S0032,D0050,2024-01-13 17:48:31.081796,127,68,1
C0002901,P004,S0032,D0004,2024-01-23 23:36:12.264039,97,58,4
C0002902,P004,S0032,D0030,2024-01-24 23:38:42.068214,147,41,1
C0002903,P004,S0032,D0026,2024-01-19 18:00:01.416083,46,12,12
C0002904,P004,S0032,D0042,2024-01-21 18:02:20.288376,18,15,1
C0002905,P004,S0032,D0050,2024-01-17 10:54:20.194429,99,1,1
C0002906,P004,S0032,D0042,2024-01-19 02:33:30.578159,29,32,1
C0002907,P004,S0032,D0004,2024-01-21 13:24:25.394788,148,18,3
C0002908,P004,S0032,D0030,2024-01-18 11:44:38.552298,65,8,1
C0002909,P004,S0032,D0026,2024-01-13 04:18:18.502374,72,59,1
C0002910,P004,S0032,D0006,2024-01-18 09:50:05.050829,17,27,4
C0002911,P004,S0032,D0042,2024-01-21 03:20:57.847774,73,26,3
C0002912,P004,S0032,D0026,2024-01-22 20:06:41.827733,30,5,3
C0002913,P004,S0032,D0006,2024-01-13 09:50:38.398527,51,2,1
C0002914,P004,S0032,D0004,2024-01-14 22:37:31.526703,60,73,9
C0002915,P004,S0032,D0004,2024-01-19 10:29:00.564438,15,38,1
C0002916,P004,S0032,D0030,2024-01-12 08:21:55.885580,39,17,1
C0002917,P004,S0032,D0006,2024-01-18 20:46:52.872053,45,28,1
C0002918,P004,S0032,D0026,2024-01-21 01:51:35.841605,26,0,4
C0002919,P004,S0032,D0026,2024-01-17 07:06:53.017054,86,32,6
C0002920,P004,S0032,D0026,2024-01-22 05:53:35.596766,16,20,4
C0002921,P004,S0032,D0004,2024-01-13 01:41:20.521347,13,85,1
C0002922,P004,S0032,D0006,2024-01-14 02:23:04.088747,58,16,1
C0002923,P004,S0032,D0019,2024-01-23 08:50:04.258991,54,5,5
C0002924,P004,S0032,D0050,2024-01-24 07:21:42.357227,48,12,3
C0002925,P004,S0032,D0050,2024-01-18 13:53:00.434832,9,13,1
C0002926,P004,S0032,D0030,2024-01-20 04:11:07.419151,19,7,3
C0002927,P004,S0032,D0030,2024-01-15 12:18:19.597215,61,11,6
C0002928,P004,S0032,D0004,2024-01-22 07:53:23.076387,36,3,6
C0002929,P004,S0032,D0042,2024-01-19 11:32:53.713406,81,9,1
C0002930,P004,S0032,D0019,2024-01-20 07:43:24.723313,138,39,3
C0002931,P004,S0032,D0004,2024-01-19 17:11:39.184616,31,15,1
C0002932,P004,S0032,D0004,2024-01-13 02:36:50.528262,11,6,1
C0002933,P004,S0032,D0004,2024-01-20 04:04:26.688125,35,4,6
C0002934,P004,S0032,D0030,2024-01-18 22:04:37.035650,12,81,1
C0002935,P004,S0032,D0042,2024-01-24 20:26:47.860311,28,26,1
C0002936,P004,S0032,D0042,2024-01-16 16:15:35.324615,75,43,2
C0002937,P004,S0032,D0026,2024-01-20 14:07:06.732844,27,25,3
C0002938,P004,S0032,D0042,2024-01-23 13:29:27.239834,154,38,2
C0002939,P004,S0032,D0026,2024-01-15 22:17:42.559917,38,49,2
C0002940,P004,S0032,D0030,2024-01-24 11:22:27.177271,47,14,2
C0002941,P004,S0032,D0050,2024-01-16 04:04:19.266821,82,60,1
C0002942,P004,S0032,D0042,2024-01-17 05:49:17.832772,109,44,2
C0002943,P004,S0032,D0004,2024-01-18 11:31:56.564136,99,5,4
C0002944,P004,S0032,D0030,2024-01-20 18:08:21.869475,23,4,1
C0002945,P004,S0032,D0042,2024-01-24 23:37:40.643040,65,9,1
C0002946,P004,S0032,D0042,2024-01-16 21:46:34.269807,58,4,3
C0002947,P004,S0032,D0030,2024-01-22 19:34:28.362365,14,24,3
C0002948,P004,S0032,D0019,2024-01-13 13:04:20.687121,84,18,3
C0002949,P004,S0032,D0006,2024-01-23 23:43:19.688922,95,12,1
C0002950,P004,S0032,D0030,2024-01-20 12:03:44.335993,74,32,1
C0002951,P004,S0032,D0050,2024-01-19 12:07:13.128514,41,19,1
C0002952,P004,S0032,D0050,2024-01-20 08:52:16.624845,48,5,4
C0002953,P004,S0032,D0004,2024-01-15 11:27:05.464173,24,21,1
C0002954,P004,S0032,D0006,2024-01-17 04:27:43.647021,46,17,1
C0002955,P004,S0032,D0030,2024-01-12 11:29:43.556025,76,52,1
C0002956,P004,S0032,D0042,2024-01-12 15:02:12.832620,78,3,2
C0002957,P004,S0032,D0006,2024-01-22 03:57:33.710562,79,25,1
C0002958,P004,S0032,D0042,2024-01-24 05:14:15.242900,61,13,3
C0002959,P004,S0032,D0042,2024-01-25 03:20:51.739832,39,11,1
C0002960,P004,S0032,D0019,2024-01-19 02:24:36.963896,56,22,1
C0002961,P004,S0032,D0042,2024-01-17 09:35:26.392683,51,8,3
C0002962,P004,S0032,D0004,2024-01-17 01:25:50.520219,40,73,1
C0002963,P004,S0032,D0026,2024-01-22 20:59:07.468202,36,0,2
C0002964,P004,S0032,D0004,2024-01-14 16:11:55.943355,34,10,2
C0002965,P004,S0032,D0050,2024-01-24 06:07:23.106742,31,14,1
C0002966,P004,S0032,D0042,2024-01-24 06:32:21.443199,102,14,1
C0002967,P004,S0032,D0030,2024-01-18 02:37:34.090344,37,15,1
C0002968,P004,S0032,D0026,2024-01-22 20:43:11.864066,69,2,4
C0002969,P004,S0032,D0026,2024-01-19 18:57:19.367441,30,11,9
C0002970,P004,S0032,D0019,2024-01-17 00:29:20.304286,9,1,1
C0002971,P004,S0032,D0019,2024-01-22 19:59:53.094824,14,11,6
C0002972,P004,S0032,D0004,2024-01-12 18:56:53.436686,26,42,3
C0002973,P004,S0032,D0004,2024-01-25 18:25:06.179031,51,9,6
C0002974,P004,S0032,D0026,2024-01-24 08:47:47.049392,18,18,3
C0002975,P004,S0032,D0004,2024-01-18 11:56:24.281340,90,6,1
C0002976,P004,S0033,D0004,2024-02-02 02:13:13.397476,22,44,1
C0002977,P004,S0033,D0050,2024-02-02 19:40:34.218738,37,12,3
C0002978,P004,S0033,D0026,2024-02-05 07:44:30.488325,96,16,1
C0002979,P004,S0033,D0050,2024-01-29 03:43:20.257429,32,14,1
C0002980,P004,S0033,D0019,2024-02-03 03:33:13.595603,57,106,5
C0002981,P004,S0033,D0004,2024-02-07 20:21:25.153912,72,15,1
C0002982,P004,S0033,D0006,2024-01-30 04:45:50.882710,60,13,1
C0002983,P004,S0033,D0026,2024-01-28 06:04:04.066276,91,29,1
C0002984,P004,S0033,D0004,2024-02-02 22:53:35.187634,81,22,3
C0002985,P004,S0033,D0006,2024-02-01 10:59:45.903651,85,49,11
C0002986,P004,S0033,D0019,2024-02-05 15:33:13.514337,61,14,1
C0002987,P004,S0033,D0042,2024-01-29 14:25:37.826322,89,6,3
C0002988,P004,S0033,D0050,2024-01-30 12:42:35.891444,19,14,5
C0002989,P004,S0033,D0026,2024-02-01 04:20:28.848230,40,15,7
C0002990,P004,S0033,D0019,2024-02-04 04:08:58.501254,66,28,6
C0002991,P004,S0033,D0004,2024-02-01 15:55:02.357753,48,13,5
C0002992,P004,S0033,D0042,2024-01-27 21:19:01.266612,43,61,1
C0002993,P004,S0033,D0042,2024-02-07 17:13:21.612305,62,22,3
C0002994,P004,S0033,D0030,2024-01-30 17:23:43.636025,41,4,1
C0002995,P004,S0033,D0030,2024-02-01 17:57:11.799461,13,1,3
C0002996,P004,S0033,D0019,2024-01-28 20:30:42.920991,52,38,1
C0002997,P004,S0033,D0006,2024-02-04 00:18:08.978787,38,13,3
C0002998,P004,S0033,D0004,2024-02-06 13:22:44.807490,60,22,1
C0002999,P004,S0033,D0004,2024-02-03 12:52:54.591123,43,20,1
C0003000,P004,S0033,D0050,2024-02-02 23:03:23.815073,44,47,1
C0003001,P004,S0033,D0006,2024-01-27 13:14:52.941601,56,35,1
C0003002,P004,S0033,D0006,2024-02-05 17:25:51.438703,29,12,4
C0003003,P004,S0033,D0030,2024-01-26 11:36:33.673017,140,20,2
C0003004,P004,S0033,D0026,2024-01-31 22:21:35.133695,21,44,1
C0003005,P004,S0033,D0030,2024-01-26 22:15:50.944832,30,55,1
C0003006,P004,S0033,D0004,2024-02-06 17:26:48.968909,74,9,1
C0003007,P004,S0033,D0050,2024-02-06 10:16:33.795226,72,8,1
C0003008,P004,S0033,D0006,2024-01-29 18:53:47.322090,57,116,1
C0003009,P004,S0033,D0006,2024-02-07 10:29:29.753470,6,35,2
C0003010,P004,S0033,D0030,2024-02-04 07:48:35.774697,110,12,7
C0003011,P004,S0033,D0019,2024-01-30 05:47:31.845071,31,3,3
C0003012,P004,S0033,D0050,2024-02-08 10:04:09.827095,30,57,1
C0003013,P004,S0033,D0019,2024-01-27 12:28:42.618998,77,12,1
C0003014,P004,S0033,D0026,2024-02-06 12:48:18.277091,86,8,5
C0003015,P004,S0033,D0050,2024-02-06 02:47:54.645298,32,6,3
C0003016,P004,S0033,D0050,2024-02-04 22:35:22.503773,29,30,1
C0003017,P004,S0033,D0006,2024-02-03 00:31:09.650643,119,52,1
C0003018,P004,S0033,D0026,2024-01-29 13:40:44.658460,46,14,3
C0003019,P004,S0033,D0026,2024-02-01 19:57:33.610455,69,16,5
C0003020,P004,S0034,D0004,2024-02-15 21:12:07.123057,47,29,2
C0003021,P004,S0034,D0026,2024-02-15 13:29:24.145456,17,9,1
C0003022,P004,S0034,D0030,2024-02-16 13:03:48.365573,106,13,7
C0003023,P004,S0034,D0050,2024-02-22 14:22:38.735538,44,4,4
C0003024,P004,S0034,D0042,2024-02-20 02:45:07.151855,25,16,2
C0003025,P004,S0034,D0026,2024-02-18 10:10:47.143524,31,27,2
C0003026,P004,S0034,D0026,2024-02-22 00:27:14.898150,10,29,2
C0003027,P004,S0034,D0026,2024-02-20 07:38:12.714472,61,17,1
C0003028,P004,S0034,D0019,2024-02-21 09:28:21.599395,25,23,3
C0003029,P004,S0034,D0019,2024-02-19 20:14:43.819680,38,11,3
C0003030,P004,S0034,D0019,2024-02-19 12:12:35.111113,116,6,10
C0003031,P004,S0034,D0026,2024-02-13 07:25:23.441492,18,6,2
C0003032,P004,S0034,D0050,2024-02-20 15:00:05.400005,43,12,1
C0003033,P004,S0034,D0042,2024-02-18 17:46:31.760055,41,14,6
C0003034,P004,S0034,D0026,2024-02-18 12:02:00.872312,12,7,3
C0003035,P004,S0034,D0030,2024-02-17 08:53:55.101214,46,32,2
C0003036,P004,S0034,D0019,2024-02-16 14:27:59.960833,46,19,2
C0003037,P004,S0034,D0019,2024-02-14 17:38:00.148710,50,57,8
C0003038,P004,S0034,D0042,2024-02-17 19:39:40.881516,65,7,1
C0003039,P004,S0034,D0019,2024-02-11 21:34:30.997734,84,28,4
C0003040,P004,S0034,D0030,2024-02-17 18:34:10.766982,44,9,4
C0003041,P004,S0034,D0030,2024-02-20 12:42:16.349922,78,25,2
C0003042,P004,S0034,D0030,2024-02-17 14:18:49.952642,43,11,1
C0003043,P004,S0034,D0006,2024-02-22 09:23:38.652369,48,57,3
C0003044,P004,S0034,D0042,2024-02-20 00:45:59.073165,23,28,2
C0003045,P004,S0034,D0030,2024-02-13 03:50:19.639581,7,17,5
C0003046,P004,S0034,D0019,2024-02-21 01:39:30.367958,35,44,2
C0003047,P004,S0034,D0042,2024-02-18 00:09:28.964937,46,19,1
C0003048,P004,S0034,D0050,2024-02-19 12:18:59.487234,58,37,1
C0003049,P004,S0034,D0042,2024-02-14 02:50:23.657374,45,37,2
C0003050,P004,S0034,D0019,2024-02-20 08:50:17.074153,161,29,6
C0003051,P004,S0034,D0030,2024-02-16 06:35:33.369232,67,4,1
C0003052,P004,S0034,D0050,2024-02-19 23:31:09.197912,17,10,1
C0003053,P004,S0034,D0026,2024-02-12 05:00:50.507526,23,34,2
C0003054,P004,S0034,D0030,2024-02-11 18:20:43.598045,32,17,1
C0003055,P004,S0034,D0026,2024-02-15 21:20:15.889289,11,0,2
C0003056,P004,S0034,D0006,2024-02-11 09:36:55.697926,112,13,5
C0003057,P004,S0034,D0019,2024-02-22 19:42:30.693935,27,67,1
C0003058,P004,S0034,D0026,2024-02-14 22:30:55.467361,44,14,3
C0003059,P004,S0034,D0004,2024-02-21 21:08:03.704538,47,30,7
C0003060,P004,S0034,D0050,2024-02-14 03:23:56.441779,42,23,2
C0003061,P004,S0034,D0006,2024-02-09 09:39:23.701361,78,14,4
C0003062,P004,S0034,D0050,2024-02-16 04:45:03.643239,80,34,9
C0003063,P004,S0034,D0042,2024-02-20 05:11:35.240072,56,23,4
C0003064,P004,S0034,D0006,2024-02-11 22:08:05.195444,14,45,1
C0003065,P004,S0034,D0026,2024-02-17 00:46:35.791374,39,20,7
C0003066,P004,S0034,D0004,2024-02-20 14:43:47.151406,25,9,3
C0003067,P004,S0034,D0042,2024-02-11 05:51:16.553054,28,9,1
C0003068,P004,S0034,D0004,2024-02-11 12:32:53.971000,16,3,1
C0003069,P004,S0034,D0006,2024-02-12 11:58:22.599507,75,5,3
C0003070,P004,S0034,D0050,2024-02-19 18:47:45.662597,19,13,2
C0003071,P004,S0034,D0042,2024-02-20 15:46:04.823864,43,33,7
C0003072,P004,S0034,D0050,2024-02-15 09:13:43.543875,42,9,8
C0003073,P004,S0034,D0042,2024-02-19 20:50:28.898429,13,2,4
C0003074,P004,S0034,D0050,2024-02-20 04:59:19.316888,85,1,12
C0003075,P004,S0034,D0030,2024-02-11 13:27:36.925080,12,13,3
C0003076,P004,S0034,D0006,2024-02-16 13:32:17.433084,51,3,5
C0003077,P004,S0034,D0030,2024-02-19 08:29:38.086343,25,64,1
C0003078,P004,S0034,D0004,2024-02-22 13:20:32.349484,7,27,4
C0003079,P004,S0034,D0019,2024-02-14 06:47:41.355791,48,17,1
C0003080,P004,S0034,D0050,2024-02-21 20:41:46.444746,16,31,2
C0003081,P004,S0034,D0030,2024-02-15 08:54:03.782108,74,8,1
C0003082,P004,S0034,D0030,2024-02-14 18:35:29.192811,31,2,1
C0003083,P004,S0034,D0050,2024-02-13 20:24:10.609717,24,0,1
C0003084,P004,S0034,D0019,2024-02-16 05:21:23.454267,119,47,6
C0003085,P004,S0034,D0042,2024-02-13 00:04:09.428723,27,8,2
C0003086,P004,S0034,D0026,2024-02-18 18:05:43.220516,38,4,3
C0003087,P004,S0034,D0004,2024-02-19 22:02:39.178937,15,4,1
C0003088,P004,S0034,D0019,2024-02-20 04:28:37.607444,147,12,1
C0003089,P004,S0034,D0042,2024-02-17 12:46:14.863846,144,69,1
C0003090,P004,S0034,D0026,2024-02-10 01:46:15.837304,61,27,5
C0003091,P004,S0034,D0042,2024-02-21 21:20:12.293701,123,14,1
C0003092,P004,S0034,D0006,2024-02-16 14:14:55.338535,43,4,5
C0003093,P004,S0034,D0006,2024-02-19 08:59:58.906213,31,19,1
C0003094,P004,S0034,D0006,2024-02-16 05:36:54.620807,40,27,1
C0003095,P004,S0034,D0006,2024-02-22 04:38:55.454822,30,0,1
C0003096,P004,S0034,D0042,2024-02-10 09:16:21.021415,10,48,3
C0003097,P004,S0034,D0019,2024-02-11 06:21:25.730318,72,15,1
C0003098,P004,S0034,D0042,2024-02-14 20:13:19.711518,122,9,1
C0003099,P004,S0034,D0050,2024-02-17 21:22:45.222704,88,7,3
C0003100,P004,S0034,D0004,2024-02-17 18:54:59.176358,35,14,2
C0003101,P004,S0034,D0042,2024-02-11 15:32:16.302053,120,30,1
C0003102,P004,S0034,D0026,2024-02-17 23:12:34.001394,86,13,3
C0003103,P004,S0034,D0004,2024-02-13 10:36:18.303996,109,6,1
C0003104,P004,S0034,D0030,2024-02-20 10:29:13.635817,61,33,3
C0003105,P004,S0034,D0004,2024-02-12 11:13:06.598788,81,14,1
C0003106,P004,S0034,D0050,2024-02-12 07:46:31.922073,86,13,3
C0003107,P004,S0034,D0004,2024-02-13 15:05:03.801039,91,5,2
C0003108,P004,S0034,D0042,2024-02-16 02:45:01.742900,50,10,2
C0003109,P004,S0034,D0026,2024-02-16 07:49:18.552196,52,16,2
C0003110,P004,S0034,D0026,2024-02-17 17:12:40.378931,62,2,1
C0003111,P004,S0034,D0050,2024-02-10 20:26:15.801389,29,30,7
C0003112,P004,S0034,D0050,2024-02-17 00:57:19.641368,25,5,2
C0003113,P004,S0034,D0004,2024-02-19 11:56:47.518958,39,52,2
C0003114,P004,S0034,D0019,2024-02-09 07:07:17.823859,17,29,1
C0003115,P004,S0034,D0006,2024-02-21 00:32:34.574472,27,23,1
C0003116,P004,S0034,D0050,2024-02-14 09:37:28.672575,79,17,6
C0003117,P004,S0034,D0006,2024-02-21 06:27:42.670828,26,69,1
C0003118,P004,S0034,D0019,2024-02-17 15:25:42.455275,30,15,2
C0003119,P004,S0034,D0042,2024-02-13 09:23:31.410213,28,5,1
C0003120,P004,S0034,D0050,2024-02-13 01:33:56.479571,53,17,5
C0003121,P004,S0034,D0030,2024-02-13 04:48:48.132977,51,7,1
C0003122,P004,S0034,D0030,2024-02-17 07:58:56.712624,48,22,2
C0003123,P004,S0034,D0019,2024-02-10 09:11:46.446564,26,23,3
C0003124,P004,S0034,D0050,2024-02-10 05:21:32.273694,34,11,2
C0003125,P004,S0034,D0004,2024-02-09 19:09:08.251212,61,27,2
C0003126,P004,S0034,D0042,2024-02-20 04:00:47.453508,8,31,1
C0003127,P004,S0034,D0006,2024-02-19 09:00:07.821659,11,13,5
C0003128,P004,S0034,D0019,2024-02-22 04:43:01.154947,58,14,1
C0003129,P004,S0035,D0050,2024-02-25 20:16:19.207235,70,4,4
C0003130,P004,S0035,D0030,2024-02-26 19:54:26.094323,86,23,5
C0003131,P004,S0035,D0026,2024-02-28 08:41:28.469891,121,24,3
C0003132,P004,S0035,D0006,2024-03-01 18:56:12.571519,50,10,8
C0003133,P004,S0035,D0026,2024-03-03 04:59:24.906080,54,30,2
C0003134,P004,S0035,D0006,2024-02-24 04:24:59.216696,53,8,2
C0003135,P004,S0035,D0004,2024-03-04 07:01:16.626389,48,10,1
C0003136,P004,S0035,D0006,2024-03-06 11:09:52.831705,47,24,1
C0003137,P004,S0035,D0050,2024-03-05 01:43:49.200600,46,0,2
C0003138,P004,S0035,D0042,2024-03-05 07:34:29.986907,12,16,5
C0003139,P004,S0035,D0042,2024-02-29 10:01:22.300906,91,20,9
C0003140,P004,S0035,D0004,2024-02-28 01:16:56.338099,46,4,12
C0003141,P004,S0035,D0004,2024-03-04 04:35:16.022538,62,22,6
C0003142,P004,S0035,D0030,2024-03-06 13:31:09.027078,37,15,3
C0003143,P004,S0035,D0004,2024-03-05 11:20:35.185864,9,31,6
C0003144,P004,S0035,D0004,2024-02-29 12:04:31.616911,4,2,2
C0003145,P004,S0035,D0006,2024-02-25 20:17:45.527325,2,14,1
C0003146,P004,S0035,D0026,2024-03-03 08:05:44.028190,73,14,1
C0003147,P004,S0035,D0004,2024-02-26 13:50:36.256388,62,34,1
C0003148,P004,S0035,D0026,2024-03-06 12:05:37.203016,4,30,1
C0003149,P004,S0035,D0019,2024-03-02 19:22:49.014727,10,38,1
