issue_id,project_id,sprint_id,team_id,assignee_id,issue_type,priority,severity,status,created_date,resolved_date,resolution_time_hours,reopened,escaped_defect,cycle_time_days
I000759,P003,S0029,T004,D0007,Sub-task,Medium,,In Progress,2024-04-11 02:38:44.070356,,,0,0,
I000760,P003,S0029,T004,D0032,Story,Medium,,Done,2024-04-11 04:14:05.456623,2024-04-11 07:50:05.456623,3.6,0,0,0.15
I000761,P003,S0030,T004,D0034,Bug,High,Minor,Done,2024-04-26 07:38:21.954759,2024-04-26 22:08:21.954759,14.5,0,0,0.6041666666666666
I000762,P003,S0030,T004,D0012,Task,Medium,,Done,2024-04-28 16:00:29.662707,2024-04-29 06:36:29.662707,14.6,0,0,0.6083333333333333
I000763,P003,S0030,T004,D0052,Bug,High,Minor,In Progress,2024-04-25 16:39:33.164224,,,0,1,
I000764,P003,S0030,T004,D0048,Story,Medium,,Done,2024-04-30 19:13:31.066505,2024-05-02 03:01:31.066505,31.8,0,0,1.325
I000765,P003,S0030,T004,D0012,Task,Low,,Done,2024-04-28 20:16:08.488297,2024-04-29 18:04:08.488297,21.8,0,0,0.9083333333333333
I000766,P003,S0030,T004,D0002,Task,High,,In Progress,2024-04-29 09:33:41.646682,,,0,0,
I000767,P003,S0030,T004,D0012,Story,High,,In Progress,2024-04-27 19:56:48.578655,,,0,0,
I000768,P003,S0030,T004,D0005,Bug,Medium,Critical,Done,2024-05-04 09:07:37.501659,2024-05-04 18:37:37.501659,9.5,0,0,0.3958333333333333
I000769,P003,S0030,T004,D0022,Task,High,,Done,2024-04-29 09:30:48.381043,2024-04-29 16:42:48.381043,7.2,0,0,0.3
I000770,P003,S0030,T004,D0020,Story,Medium,,Done,2024-05-05 12:41:39.702060,2024-05-06 15:05:39.702060,26.4,0,0,1.1
I000771,P003,S0030,T004,D0012,Bug,Low,Blocker,Done,2024-05-04 11:51:56.284523,2024-05-06 05:51:56.284523,42.0,0,0,1.75
I000772,P003,S0030,T004,D0032,Task,High,,In Progress,2024-04-26 07:29:54.586261,,,0,0,
I000773,P003,S0030,T004,D0038,Story,High,,In Progress,2024-04-30 04:51:29.747234,,,0,0,
I000774,P003,S0030,T004,D0038,Task,Critical,,Done,2024-05-03 10:10:42.721054,2024-05-03 19:58:42.721054,9.8,0,0,0.4083333333333333
I000775,P003,S0030,T004,D0052,Story,High,,Done,2024-05-01 10:33:44.416500,2024-05-01 16:33:44.416500,6.0,0,0,0.25
I000776,P003,S0030,T004,D0029,Sub-task,Medium,,Done,2024-05-01 06:39:22.555152,2024-05-01 15:27:22.555152,8.8,0,0,0.36666666666666664
I000777,P003,S0030,T004,D0034,Bug,Low,Critical,In Progress,2024-05-02 06:27:53.848832,,,0,0,
I000778,P003,S0030,T004,D0049,Bug,Medium,Major,Done,2024-05-01 18:51:05.492031,2024-05-02 01:45:05.492031,6.9,0,0,0.2875
I000779,P003,S0030,T004,D0002,Task,Medium,,Done,2024-05-04 17:40:37.655923,2024-05-05 03:52:37.655923,10.2,0,0,0.425
I000780,P003,S0030,T004,D0048,Bug,Critical,Minor,Done,2024-04-25 22:11:40.721858,2024-04-26 00:05:40.721858,1.9,0,0,0.07916666666666666
I000781,P003,S0030,T004,D0049,Story,High,,In Progress,2024-05-03 14:42:57.931243,,,0,0,
I000782,P003,S0030,T004,D0020,Bug,Medium,Critical,Done,2024-04-30 14:42:33.813408,2024-05-01 01:00:33.813408,10.3,0,0,0.42916666666666664
I000783,P003,S0030,T004,D0014,Story,Medium,,In Progress,2024-05-06 16:16:34.662031,,,0,0,
I000784,P003,S0030,T004,D0035,Bug,High,Minor,Done,2024-04-28 04:50:11.781440,2024-04-29 02:32:11.781440,21.7,0,0,0.9041666666666667
I000785,P003,S0030,T004,D0002,Bug,Critical,Critical,Done,2024-04-26 04:05:18.441092,2024-04-26 06:47:18.441092,2.7,0,0,0.1125
I000786,P003,S0030,T004,D0032,Task,Medium,,In Progress,2024-04-25 09:27:39.643383,,,0,0,
I000787,P003,S0030,T004,D0005,Sub-task,Medium,,Done,2024-04-24 22:26:05.624890,2024-04-25 20:26:05.624890,22.0,0,0,0.9166666666666666
I000788,P003,S0030,T004,D0058,Bug,Low,Minor,Done,2024-04-29 13:22:56.488688,2024-04-30 03:52:56.488688,14.5,0,0,0.6041666666666666
I000789,P003,S0030,T004,D0020,Bug,Low,Major,Done,2024-04-27 10:51:47.990419,2024-04-28 02:51:47.990419,16.0,0,0,0.6666666666666666
I000790,P003,S0030,T004,D0002,Bug,High,Major,Done,2024-05-02 13:43:10.217392,2024-05-03 13:01:10.217392,23.3,0,0,0.9708333333333333
I000791,P003,S0030,T004,D0038,Task,High,,Done,2024-04-24 01:08:26.768902,2024-04-24 08:44:26.768902,7.6,0,0,0.31666666666666665
I000792,P003,S0030,T004,D0049,Story,High,,Done,2024-05-03 22:45:51.852688,2024-05-04 01:03:51.852688,2.3,0,0,0.09583333333333334
I000793,P004,S0031,T006,D0026,Story,Medium,,Done,2024-01-10 17:05:25.268541,2024-01-11 05:47:25.268541,12.7,0,0,0.5291666666666667
I000794,P004,S0031,T006,D0030,Sub-task,Medium,,Done,2024-01-03 08:31:38.363401,2024-01-03 20:49:38.363401,12.3,0,0,0.5125
I000795,P004,S0031,T006,D0006,Task,High,,In Progress,2024-01-05 03:25:18.217322,,,0,0,
I000796,P004,S0031,T006,D0006,Bug,Low,Minor,Done,2023-12-30 16:10:16.984052,2024-01-03 00:46:16.984052,80.6,0,0,3.3583333333333334
I000797,P004,S0031,T006,D0042,Task,Low,,Done,2024-01-05 17:00:38.169727,2024-01-06 18:54:38.169727,25.9,0,0,1.0791666666666666
I000798,P004,S0031,T006,D0030,Bug,High,Blocker,Reopened,2024-01-08 06:39:25.475183,2024-01-08 21:27:25.475183,14.8,1,0,0.6166666666666667
I000799,P004,S0031,T006,D0004,Task,Medium,,Done,2024-01-05 00:43:07.957077,2024-01-06 23:31:07.957077,46.8,0,0,1.95
I000800,P004,S0031,T006,D0042,Sub-task,Critical,,In Progress,2024-01-09 07:38:58.193098,,,0,0,
I000801,P004,S0031,T006,D0042,Story,Medium,,Done,2024-01-04 02:53:41.002232,2024-01-05 07:41:41.002232,28.8,0,0,1.2
I000802,P004,S0031,T006,D0004,Bug,Low,Minor,In Progress,2024-01-02 14:18:55.578864,,,0,0,
I000803,P004,S0031,T006,D0026,Task,High,,Done,2024-01-01 22:36:03.443231,2024-01-02 04:18:03.443231,5.7,0,0,0.2375
I000804,P004,S0031,T006,D0050,Task,Low,,Reopened,2024-01-07 00:29:22.124473,2024-01-07 01:41:22.124473,1.2,1,0,0.05
I000805,P004,S0031,T006,D0050,Task,High,,In Progress,2024-01-02 11:50:00.573709,,,0,0,
I000806,P004,S0031,T006,D0042,Task,Medium,,Done,2024-01-02 11:59:09.067385,2024-01-03 10:53:09.067385,22.9,0,0,0.9541666666666667
I000807,P004,S0031,T006,D0026,Bug,Low,Critical,Done,2024-01-01 15:15:29.675673,2024-01-02 21:03:29.675673,29.8,0,0,1.2416666666666667
I000808,P004,S0031,T006,D0026,Bug,High,Minor,Done,2024-01-09 03:55:50.275164,2024-01-09 07:49:50.275164,3.9,0,0,0.1625
I000809,P004,S0031,T006,D0026,Story,Low,,Done,2024-01-06 16:00:47.386381,2024-01-08 14:42:47.386381,46.7,0,0,1.9458333333333333
I000810,P004,S0031,T006,D0030,Sub-task,Critical,,Done,2023-12-30 23:56:58.021339,2023-12-31 01:44:58.021339,1.8,0,0,0.075
I000811,P004,S0031,T006,D0004,Story,Medium,,Done,2023-12-30 22:59:26.222487,2023-12-31 17:17:26.222487,18.3,0,0,0.7625
I000812,P004,S0031,T006,D0006,Bug,Medium,Critical,Done,2024-01-01 22:26:09.289097,2024-01-03 07:38:09.289097,33.2,0,0,1.3833333333333333
I000813,P004,S0031,T006,D0006,Bug,High,Critical,Done,2024-01-10 06:18:45.917657,2024-01-12 10:00:45.917657,51.7,0,1,2.154166666666667
I000814,P004,S0031,T006,D0026,Bug,Critical,Major,Won't Fix,2023-12-29 04:11:01.498589,2023-12-29 15:23:01.498589,11.2,0,0,0.4666666666666667
I000815,P004,S0031,T006,D0026,Story,Medium,,Done,2024-01-05 05:41:35.836960,2024-01-05 15:47:35.836960,10.1,0,0,0.42083333333333334
I000816,P004,S0031,T006,D0026,Bug,Low,Major,Done,2024-01-04 19:32:10.522755,2024-01-07 14:14:10.522755,66.7,0,0,2.779166666666667
I000817,P004,S0031,T006,D0042,Story,Low,,Done,2024-01-02 00:35:43.556880,2024-01-04 07:59:43.556880,55.4,0,0,2.308333333333333
I000818,P004,S0031,T006,D0030,Bug,Low,Blocker,Done,2024-01-05 23:22:52.954014,2024-01-06 19:04:52.954014,19.7,1,0,0.8208333333333333
I000819,P004,S0031,T006,D0026,Story,High,,Reopened,2024-01-09 22:30:17.751739,2024-01-10 03:00:17.751739,4.5,1,0,0.1875
I000820,P004,S0031,T006,D0006,Bug,Low,Major,Done,2023-12-30 11:20:24.586642,2023-12-31 08:56:24.586642,21.6,0,0,0.9
I000821,P004,S0031,T006,D0042,Story,Low,,Done,2024-01-01 14:46:50.936952,2024-01-03 05:58:50.936952,39.2,0,0,1.6333333333333333
I000822,P004,S0031,T006,D0050,Story,High,,Done,2023-12-29 01:35:04.522734,2023-12-29 14:35:04.522734,13.0,0,0,0.5416666666666666
I000823,P004,S0031,T006,D0019,Task,Low,,Reopened,2024-01-10 07:04:56.161707,2024-01-11 21:16:56.161707,38.2,1,0,1.5916666666666666
I000824,P004,S0031,T006,D0019,Story,High,,Done,2024-01-04 13:45:53.220666,2024-01-04 23:45:53.220666,10.0,0,0,0.4166666666666667
I000825,P004,S0032,T006,D0030,Sub-task,High,,Done,2024-01-15 12:20:55.536845,2024-01-16 03:56:55.536845,15.6,0,0,0.65
I000826,P004,S0032,T006,D0019,Task,Low,,Done,2024-01-23 05:44:12.834865,2024-01-26 04:32:12.834865,70.8,0,0,2.95
I000827,P004,S0032,T006,D0030,Story,Low,,Done,2024-01-21 19:56:41.568082,2024-01-23 13:50:41.568082,41.9,0,0,1.7458333333333333
I000828,P004,S0032,T006,D0026,Task,Low,,In Progress,2024-01-18 04:31:46.887856,,,0,0,
I000829,P004,S0032,T006,D0019,Story,Low,,Done,2024-01-24 18:12:41.939186,2024-01-25 15:18:41.939186,21.1,0,0,0.8791666666666667
I000830,P004,S0032,T006,D0004,Story,Medium,,Done,2024-01-18 12:36:14.044333,2024-01-18 23:06:14.044333,187.03000000000293,0,0,0.4375
I000831,P004,S0032,T006,D0042,Task,High,,Done,2024-01-22 12:38:54.117657,2024-01-22 23:56:54.117657,11.3,0,0,0.4708333333333333
I000832,P004,S0032,T006,D0004,Sub-task,Medium,,Done,2024-01-13 18:16:52.552383,2024-01-15 01:10:52.552383,30.9,0,0,1.2875
I000833,P004,S0032,T006,D0042,Bug,Medium,Minor,Reopened,2024-01-21 21:13:02.046520,2024-01-23 06:19:02.046520,33.1,1,1,1.3791666666666667
I000834,P004,S0032,T006,D0042,Bug,Medium,Major,Reopened,2024-01-21 06:59:13.641761,2024-01-22 02:11:13.641761,19.2,1,0,0.8
I000835,P004,S0032,T006,D0006,Story,Medium,,Done,2024-01-24 14:00:23.675732,2024-01-25 22:48:23.675732,32.8,0,0,1.3666666666666667
I000836,P004,S0032,T006,D0026,Story,Low,,Reopened,2024-01-21 22:34:07.660760,2024-01-22 19:22:07.660760,20.8,1,0,0.8666666666666667
I000837,P004,S0032,T006,D0050,Story,Medium,,Reopened,2024-01-23 07:03:57.390823,2024-01-23 17:51:57.390823,10.8,1,0,0.45
I000838,P004,S0032,T006,D0050,Story,Medium,,Done,2024-01-22 17:32:34.791534,2024-01-25 15:02:34.791534,69.5,0,0,2.8958333333333335
I000839,P004,S0032,T006,D0030,Bug,High,Critical,Done,2024-01-23 21:16:27.185203,2024-01-24 17:40:27.185203,20.4,1,1,0.85
I000840,P004,S0032,T006,D0050,Story,Low,,Done,2024-01-14 11:24:32.438735,2024-01-15 11:12:32.438735,23.8,0,0,0.9916666666666667
I000841,P004,S0032,T006,D0006,Bug,Low,Minor,In Progress,2024-01-18 07:16:33.336449,,,1,0,
I000842,P004,S0033,T006,D0030,Story,High,,Done,2024-02-07 21:41:25.757511,2024-02-08 03:05:25.757511,5.4,0,0,0.225
I000843,P004,S0033,T006,D0004,Bug,Medium,Minor,In Progress,2024-02-01 13:16:11.513573,,,0,0,
I000844,P004,S0033,T006,D0004,Story,Medium,,In Progress,2024-02-06 15:29:14.554835,,,0,0,
I000845,P004,S0033,T006,D0019,Story,Low,,Reopened,2024-02-06 12:58:42.512511,2024-02-09 11:22:42.512511,70.4,1,0,2.933333333333333
I000846,P004,S0033,T006,D0026,Task,Medium,,Done,2024-01-31 05:32:48.452000,2024-01-31 23:32:48.452000,18.0,0,0,0.75
I000847,P004,S0033,T006,D0004,Bug,Critical,Minor,Reopened,2024-02-03 12:19:51.680720,2024-02-03 15:31:51.680720,3.2,1,0,0.13333333333333333
I000848,P004,S0033,T006,D0026,Story,Medium,,Done,2024-01-28 16:50:50.067899,2024-01-30 00:56:50.067899,32.1,0,0,1.3375
I000849,P004,S0033,T006,D0042,Story,Low,,Done,2024-02-06 04:49:37.143934,2024-02-08 07:13:37.143934,50.4,0,0,2.1
I000850,P004,S0033,T006,D0004,Sub-task,High,,Done,2024-02-06 23:39:36.333004,2024-02-07 14:39:36.333004,15.0,0,0,0.625
I000851,P004,S0033,T006,D0019,Story,Low,,In Progress,2024-01-31 21:56:40.712549,,,0,0,
I000852,P004,S0033,T006,D0050,Story,Medium,,In Progress,2024-01-26 04:13:02.599573,,,0,0,
I000853,P004,S0033,T006,D0004,Task,High,,In Progress,2024-01-31 21:36:00.460468,,,0,0,
I000854,P004,S0033,T006,D0019,Task,Low,,Done,2024-02-06 02:57:38.963568,2024-02-06 15:15:38.963568,12.3,0,0,0.5125
I000855,P004,S0033,T006,D0030,Story,Low,,Done,2024-01-29 10:03:50.618706,2024-01-30 16:15:50.618706,30.2,0,0,1.2583333333333333
I000856,P004,S0033,T006,D0019,Story,Low,,Done,2024-01-31 14:28:00.176190,2024-02-04 12:34:00.176190,94.1,0,0,3.9208333333333334
I000857,P004,S0033,T006,D0019,Bug,Medium,Major,Done,2024-01-26 07:42:20.004761,2024-01-27 16:00:20.004761,32.3,0,1,1.3458333333333334
I000858,P004,S0033,T006,D0019,Bug,Low,Major,Done,2024-01-29 22:02:03.265005,2024-01-30 09:44:03.265005,11.7,0,0,0.4875
I000859,P004,S0033,T006,D0026,Sub-task,Low,,Done,2024-02-02 18:18:01.387601,2024-02-04 08:54:01.387601,38.6,0,0,1.6083333333333334
I000860,P004,S0033,T006,D0050,Story,Low,,Done,2024-02-03 22:37:40.614723,2024-02-04 19:31:40.614723,20.9,0,0,0.8708333333333333
I000861,P004,S0033,T006,D0004,Task,Medium,,Done,2024-01-31 09:43:18.256472,2024-02-01 21:31:18.256472,35.8,0,0,1.4916666666666667
I000862,P004,S0033,T006,D0019,Task,Low,,Done,2024-02-06 13:00:58.877055,2024-02-07 01:18:58.877055,12.3,0,0,0.5125
I000863,P004,S0033,T006,D0042,Bug,High,Minor,Done,2024-01-28 22:59:26.050575,2024-01-29 23:11:26.050575,24.2,0,0,1.0083333333333333
I000864,P004,S0033,T006,D0050,Task,Critical,,In Progress,2024-02-05 00:53:30.953223,,,0,0,
I000865,P004,S0033,T006,D0050,Story,Medium,,Reopened,2024-01-29 11:34:35.608221,2024-01-30 20:16:35.608221,32.7,1,0,1.3625
I000866,P004,S0033,T006,D0019,Bug,Critical,Blocker,Done,2024-01-30 03:59:30.883447,2024-01-30 10:29:30.883447,6.5,0,0,0.2708333333333333
I000867,P004,S0033,T006,D0004,Story,Low,,Reopened,2024-02-05 15:11:09.971418,2024-02-06 23:11:09.971418,32.0,1,0,1.3333333333333333
I000868,P004,S0033,T006,D0026,Story,Medium,,Done,2024-02-06 02:24:22.283928,2024-02-07 01:42:22.283928,23.3,0,0,0.9708333333333333
I000869,P004,S0033,T006,D0026,Bug,Medium,Major,Done,2024-01-31 05:56:15.967255,2024-01-31 13:26:15.967255,7.5,0,0,0.3125
I000870,P004,S0034,T006,D0004,Task,Medium,,Done,2024-02-11 05:07:15.079667,2024-02-11 14:55:15.079667,9.8,0,0,0.4083333333333333
I000871,P004,S0034,T006,D0026,Bug,Medium,Major,Done,2024-02-19 19:51:46.085777,2024-02-20 07:27:46.085777,11.6,0,0,0.48333333333333334
I000872,P004,S0034,T006,D0006,Bug,High,Major,In Progress,2024-02-11 10:00:40.665430,,,0,0,
I000873,P004,S0034,T006,D0019,Bug,High,Minor,Done,2024-02-13 19:14:50.589765,2024-02-13 22:26:50.589765,3.2,0,0,0.13333333333333333
I000874,P004,S0034,T006,D0042,Task,Low,,In Progress,2024-02-19 23:56:28.175650,,,0,0,
I000875,P004,S0034,T006,D0006,Story,High,,Done,2024-02-18 02:48:12.681834,2024-02-18 12:18:12.681834,9.5,0,0,0.3958333333333333
I000876,P004,S0034,T006,D0004,Task,Low,,Won't Fix,2024-02-20 08:58:04.573900,2024-02-21 05:34:04.573900,20.6,0,0,0.8583333333333333
I000877,P004,S0034,T006,D0006,Task,Low,,Reopened,2024-02-19 18:50:55.922172,2024-02-22 22:44:55.922172,75.9,1,0,3.1625
I000878,P004,S0034,T006,D0006,Story,High,,Done,2024-02-15 21:34:36.837142,2024-02-16 23:52:36.837142,26.3,0,0,1.0958333333333334
I000879,P004,S0034,T006,D0030,Task,Low,,Done,2024-02-17 04:49:31.886606,2024-02-17 14:55:31.886606,10.1,0,0,0.42083333333333334
I000880,P004,S0034,T006,D0042,Task,High,,In Progress,2024-02-09 17:12:31.882564,,,0,0,
I000881,P004,S0034,T006,D0019,Bug,Critical,Major,Done,2024-02-17 04:41:59.323507,2024-02-17 05:41:59.323507,1.0,0,0,0.041666666666666664
I000882,P004,S0034,T006,D0050,Story,Medium,,Done,2024-02-14 10:14:37.912473,2024-02-15 10:02:37.912473,23.8,0,0,0.9916666666666667
I000883,P004,S0034,T006,D0050,Bug,High,Blocker,Done,2024-02-20 12:43:33.378944,2024-02-22 09:37:33.378944,44.9,0,0,1.8708333333333333
I000884,P004,S0034,T006,D0050,Task,Low,,Done,2024-02-16 13:01:52.687366,2024-02-17 12:25:52.687366,23.4,0,0,0.975
I000885,P004,S0034,T006,D0026,Bug,Low,Minor,Done,2024-02-11 07:47:54.288148,2024-02-13 06:17:54.288148,46.5,0,0,1.9375
I000886,P004,S0034,T006,D0004,Task,Critical,,In Progress,2024-02-14 16:39:59.403203,,,0,0,
I000887,P004,S0034,T006,D0019,Task,Medium,,Done,2024-02-10 21:25:01.427045,2024-02-12 17:43:01.427045,44.3,0,0,1.8458333333333334
I000888,P004,S0034,T006,D0042,Story,Medium,,Done,2024-02-13 05:34:52.728045,2024-02-14 00:46:52.728045,19.2,0,0,0.8
I000889,P004,S0034,T006,D0042,Task,Critical,,Done,2024-02-09 14:26:01.385556,2024-02-09 21:56:01.385556,7.5,0,0,0.3125
I000890,P004,S0034,T006,D0042,Task,Medium,,Done,2024-02-11 14:26:53.210075,2024-02-13 04:50:53.210075,38.4,0,0,1.6
I000891,P004,S0034,T006,D0050,Story,High,,Done,2024-02-19 12:04:35.995312,2024-02-19 14:40:35.995312,2.6,0,0,0.10833333333333334
I000892,P004,S0034,T006,D0004,Story,Medium,,Done,2024-02-09 11:58:07.698338,2024-02-11 13:52:07.698338,49.9,0,0,2.0791666666666666
I000893,P004,S0034,T006,D0006,Bug,High,Critical,Done,2024-02-14 09:31:51.740474,2024-02-15 07:37:51.740474,22.1,0,0,0.9208333333333333
I000894,P004,S0034,T006,D0050,Story,Medium,,Done,2024-02-18 17:47:11.006896,2024-02-22 07:41:11.006896,85.9,0,0,3.5791666666666666
I000895,P004,S0034,T006,D0019,Bug,Low,Major,In Progress,2024-02-18 08:19:30.418098,,,0,0,
I000896,P004,S0034,T006,D0030,Sub-task,Medium,,Won't Fix,2024-02-14 09:18:07.565363,2024-02-14 17:12:07.565363,7.9,0,0,0.32916666666666666
I000897,P004,S0034,T006,D0004,Bug,Medium,Major,Done,2024-02-19 08:17:07.656457,2024-02-21 10:23:07.656457,50.1,0,1,2.0875
I000898,P004,S0034,T006,D0042,Bug,Medium,Minor,Reopened,2024-02-14 19:32:56.997834,2024-02-15 21:08:56.997834,25.6,1,1,1.0666666666666667
I000899,P004,S0034,T006,D0019,Story,Critical,,In Progress,2024-02-09 17:05:36.812228,,,0,0,
I000900,P004,S0034,T006,D0026,Story,Medium,,Done,2024-02-10 20:01:52.856074,2024-02-11 21:01:52.856074,25.0,0,0,1.0416666666666667
I000901,P004,S0034,T006,D0019,Story,Low,,In Progress,2024-02-17 18:20:58.770002,,,0,0,
I000902,P004,S0034,T006,D0004,Story,Medium,,Done,2024-02-11 05:26:14.294860,2024-02-11 15:14:14.294860,9.8,0,0,0.4083333333333333
I000903,P004,S0035,T006,D0006,Task,Medium,,Won't Fix,2024-03-01 08:17:24.532053,2024-03-03 03:47:24.532053,43.5,0,0,1.8125
I000904,P004,S0035,T006,D0004,Task,Low,,In Progress,2024-03-01 23:31:11.765433,,,0,0,
I000905,P004,S0035,T006,D0042,Story,High,,Done,2024-03-04 22:12:17.652329,2024-03-05 05:42:17.652329,7.5,0,0,0.3125
I000906,P004,S0035,T006,D0006,Task,Low,,Done,2024-02-27 05:13:29.018403,2024-02-29 19:07:29.018403,61.9,0,0,2.5791666666666666
I000907,P004,S0035,T006,D0050,Story,Low,,Done,2024-03-02 07:11:52.735356,2024-03-03 01:23:52.735356,18.2,0,0,0.7583333333333333
I000908,P004,S0035,T006,D0042,Bug,Critical,Minor,In Progress,2024-03-01 13:24:16.441917,,,0,1,
I000909,P004,S0035,T006,D0030,Task,Medium,,In Progress,2024-02-25 10:12:44.970362,,,0,0,
I000910,P004,S0035,T006,D0019,Sub-task,Low,,Done,2024-02-24 11:58:26.184669,2024-02-26 01:10:26.184669,37.2,0,0,1.55
I000911,P004,S0035,T006,D0050,Bug,Medium,Major,Done,2024-02-29 06:07:50.531737,2024-02-29 19:13:50.531737,13.1,0,0,0.5458333333333333
I000912,P004,S0035,T006,D0042,Sub-task,Medium,,Done,2024-02-27 14:34:49.027800,2024-02-27 20:40:49.027800,6.1,0,0,0.25416666666666665
I000913,P004,S0035,T006,D0026,Sub-task,Low,,Done,2024-02-28 16:18:01.193061,2024-02-28 21:00:01.193061,4.7,0,0,0.19583333333333333
I000914,P004,S0035,T006,D0004,Story,Low,,In Progress,2024-03-05 09:29:12.743254,,,0,0,
I000915,P004,S0035,T006,D0050,Story,Medium,,Done,2024-02-26 01:48:33.093597,2024-02-26 08:36:33.093597,6.8,0,0,0.2833333333333333
I000916,P004,S0035,T006,D0019,Task,Low,,In Progress,2024-03-05 06:19:31.258936,,,0,0,
I000917,P004,S0035,T006,D0019,Story,Medium,,Done,2024-02-28 08:04:59.191384,2024-02-28 18:10:59.191384,10.1,0,0,0.42083333333333334
I000918,P004,S0035,T006,D0006,Story,Low,,Done,2024-02-23 04:31:43.354173,2024-02-23 08:31:43.354173,4.0,0,0,0.16666666666666666
I000919,P004,S0035,T006,D0006,Bug,Medium,Minor,Reopened,2024-03-04 21:49:58.372854,2024-03-07 04:01:58.372854,54.2,1,0,2.2583333333333333
I000920,P004,S0035,T006,D0006,Task,Low,,In Progress,2024-02-28 15:56:56.829606,,,0,0,
I000921,P004,S0035,T006,D0019,Story,High,,Done,2024-02-24 08:39:14.824005,2024-02-24 12:45:14.824005,4.1,0,0,0.17083333333333334
I000922,P004,S0035,T006,D0019,Sub-task,Medium,,In Progress,2024-03-01 10:13:07.463279,,,0,0,
I000923,P004,S0035,T006,D0006,Task,High,,Reopened,2024-02-29 09:01:18.391649,2024-03-01 10:49:18.391649,25.8,1,0,1.075
I000924,P004,S0035,T006,D0042,Bug,High,Major,In Progress,2024-02-29 05:20:13.918602,,,0,0,
I000925,P004,S0035,T006,D0006,Task,Medium,,In Progress,2024-03-02 20:04:28.014069,,,0,0,
I000926,P004,S0035,T006,D0004,Bug,Low,Minor,Reopened,2024-03-02 10:07:30.561765,2024-03-03 00:01:30.561765,13.9,1,0,0.5791666666666667
I000927,P004,S0035,T006,D0004,Bug,Medium,Minor,Done,2024-02-24 05:37:31.936780,2024-02-25 13:07:31.936780,31.5,0,1,1.3125
I000928,P004,S0035,T006,D0004,Bug,Medium,Major,Reopened,2024-02-27 16:06:49.554147,2024-02-27 17:42:49.554147,1.6,1,0,0.06666666666666667
I000929,P004,S0035,T006,D0006,Sub-task,Critical,,In Progress,2024-03-06 21:28:14.057341,,,0,0,
I000930,P004,S0035,T006,D0006,Sub-task,Low,,Done,2024-03-01 20:08:25.171331,2024-03-06 04:32:25.171331,104.4,0,0,4.35
I000931,P004,S0035,T006,D0026,Task,Medium,,Reopened,2024-02-26 09:30:30.532772,2024-02-27 12:54:30.532772,27.4,1,0,1.1416666666666666
I000932,P004,S0035,T006,D0030,Bug,Low,Minor,Done,2024-02-28 11:08:40.709144,2024-02-28 22:38:40.709144,11.5,0,0,0.4791666666666667
I000933,P004,S0035,T006,D0030,Bug,Low,Critical,Done,2024-03-02 00:01:59.445898,2024-03-03 16:07:59.445898,40.1,0,0,1.6708333333333334
I000934,P004,S0036,T006,D0004,Story,High,,Done,2024-03-18 21:39:00.001490,2024-03-19 02:33:00.001490,4.9,0,0,0.20416666666666666
I000935,P004,S0036,T006,D0004,Sub-task,Medium,,In Progress,2024-03-11 08:58:47.046652,,,0,0,
I000936,P004,S0036,T006,D0030,Task,Medium,,In Progress,2024-03-09 05:52:31.115939,,,0,0,
I000937,P004,S0036,T006,D0006,Bug,Medium,Minor,Done,2024-03-16 17:55:50.778468,2024-03-18 06:19:50.778468,36.4,0,0,1.5166666666666666
I000938,P004,S0036,T006,D0004,Task,Low,,Done,2024-03-17 09:33:30.054274,2024-03-18 02:21:30.054274,16.8,0,0,0.7
I000939,P004,S0036,T006,D0006,Bug,Medium,Critical,In Progress,2024-03-10 23:01:16.864232,,,0,0,
I000940,P004,S0036,T006,D0050,Task,High,,Done,2024-03-19 01:30:47.430867,2024-03-19 09:18:47.430867,7.8,0,0,0.325
I000941,P004,S0036,T006,D0042,Sub-task,Low,,Done,2024-03-08 12:47:06.739231,2024-03-10 19:05:06.739231,54.3,0,0,2.2625
I000942,P004,S0036,T006,D0050,Task,Low,,In Progress,2024-03-14 03:08:30.746656,,,0,0,
I000943,P004,S0036,T006,D0004,Task,High,,Done,2024-03-13 04:03:43.615975,2024-03-15 00:51:43.615975,44.8,0,0,1.8666666666666667
I000944,P004,S0036,T006,D0026,Bug,High,Minor,Done,2024-03-13 15:14:26.427540,2024-03-14 14:20:26.427540,23.1,0,0,0.9625
I000945,P004,S0036,T006,D0050,Story,Medium,,In Progress,2024-03-13 09:25:55.982259,,,0,0,
I000946,P004,S0036,T006,D0019,Bug,Medium,Major,Reopened,2024-03-14 22:15:26.811451,2024-03-16 22:27:26.811451,48.2,1,0,2.0083333333333333
I000947,P004,S0036,T006,D0026,Sub-task,High,,Reopened,2024-03-08 16:14:17.886091,2024-03-09 00:56:17.886091,8.7,1,0,0.3625
I000948,P004,S0036,T006,D0006,Story,Critical,,In Progress,2024-03-14 22:04:44.261474,,,0,0,
I000949,P004,S0036,T006,D0004,Task,Medium,,Won't Fix,2024-03-20 09:46:18.600364,2024-03-20 15:40:18.600364,5.9,0,0,0.24583333333333332
I000950,P004,S0036,T006,D0019,Story,High,,Done,2024-03-18 00:22:06.519236,2024-03-18 15:04:06.519236,14.7,0,0,0.6125
I000951,P004,S0036,T006,D0026,Task,Low,,Won't Fix,2024-03-18 17:57:49.749076,2024-03-20 10:09:49.749076,40.2,0,0,1.675
