pull_request_id,project_id,sprint_id,author_id,reviewer_id,opened_date,closed_date,review_time_hours,pr_size_lines,status,is_merged
PR000548,P003,S0028,D0005,D0038,2024-03-29 20:00:27.139960,2024-03-30 22:36:27.139960,26.6,78,Merged,1
PR000549,P003,S0028,D0032,D0034,2024-03-30 15:39:20.563194,2024-03-30 21:27:20.563194,5.8,8,Merged,1
PR000550,P003,S0029,D0002,D0048,2024-04-12 15:29:42.530572,2024-04-12 22:05:42.530572,6.6,98,Closed,0
PR000551,P003,S0029,D0012,D0002,2024-04-14 05:05:28.370323,2024-04-14 19:17:28.370323,14.2,58,Merged,1
PR000552,P003,S0029,D0038,D0005,2024-04-18 00:46:03.331818,2024-04-18 16:22:03.331818,15.6,8,Merged,1
PR000553,P003,S0029,D0014,D0058,2024-04-19 21:15:21.665069,2024-04-20 07:27:21.665069,10.2,23,Merged,1
PR000554,P003,S0029,D0007,D0034,2024-04-18 06:40:58.328395,2024-04-19 01:46:58.328395,19.1,163,Merged,1
PR000555,P003,S0029,D0038,D0058,2024-04-13 08:17:21.946931,2024-04-14 20:29:21.946931,36.2,169,Merged,1
PR000556,P003,S0029,D0022,D0007,2024-04-11 05:45:49.381782,2024-04-11 21:03:49.381782,15.3,36,Merged,1
PR000557,P003,S0029,D0005,D0038,2024-04-17 23:33:41.299599,,,22,Open,0
PR000558,P003,S0029,D0029,D0020,2024-04-16 03:04:05.769722,,,82,Open,0
PR000559,P003,S0029,D0048,D0032,2024-04-10 06:16:42.096563,2024-04-11 00:16:42.096563,18.0,70,Merged,1
PR000560,P003,S0029,D0034,D0048,2024-04-12 17:02:34.958234,2024-04-13 04:50:34.958234,11.8,82,Merged,1
PR000561,P003,S0029,D0052,D0058,2024-04-16 23:35:49.377234,2024-04-17 10:29:49.377234,10.9,19,Merged,1
PR000562,P003,S0030,D0014,D0032,2024-04-25 12:51:51.634112,2024-04-26 09:27:51.634112,20.6,53,Merged,1
PR000563,P003,S0030,D0032,D0029,2024-04-27 08:22:36.849266,2024-04-28 04:34:36.849266,20.2,212,Merged,1
PR000564,P003,S0030,D0034,D0052,2024-04-26 22:47:26.095256,2024-04-27 08:35:26.095256,9.8,26,Merged,1
PR000565,P003,S0030,D0038,D0032,2024-04-26 21:11:24.186683,2024-04-27 07:47:24.186683,10.6,63,Merged,1
PR000566,P003,S0030,D0049,D0014,2024-04-28 10:35:30.752608,2024-04-28 16:53:30.752608,6.3,205,Merged,1
PR000567,P003,S0030,D0052,D0032,2024-04-28 17:19:45.618611,2024-04-29 05:43:45.618611,12.4,106,Merged,1
PR000568,P003,S0030,D0020,D0035,2024-05-03 18:36:02.379141,2024-05-03 23:18:02.379141,4.7,6,Closed,0
PR000569,P003,S0030,D0032,D0034,2024-04-25 03:58:29.698428,2024-04-25 18:34:29.698428,14.6,13,Merged,1
PR000570,P003,S0030,D0014,D0020,2024-04-29 20:43:19.595534,2024-04-30 08:01:19.595534,11.3,148,Closed,0
PR000571,P003,S0030,D0012,D0035,2024-04-29 10:07:23.794896,,,77,Open,0
PR000572,P003,S0030,D0034,D0029,2024-04-27 14:54:31.215202,2024-04-28 03:48:31.215202,12.9,289,Merged,1
PR000573,P003,S0030,D0002,D0032,2024-05-01 17:15:45.150868,2024-05-02 02:21:45.150868,9.1,72,Merged,1
PR000574,P003,S0030,D0007,D0029,2024-04-27 20:48:28.351047,2024-04-28 08:06:28.351047,11.3,54,Merged,1
PR000575,P003,S0030,D0005,D0052,2024-05-04 06:49:09.144315,,,93,Open,0
PR000576,P003,S0030,D0058,D0029,2024-04-28 09:32:47.637971,2024-04-28 21:26:47.637971,11.9,134,Closed,0
PR000577,P003,S0030,D0029,D0058,2024-05-01 01:57:48.108757,2024-05-01 09:09:48.108757,7.2,93,Merged,1
PR000578,P003,S0030,D0007,D0005,2024-04-24 20:45:26.599669,2024-04-25 16:57:26.599669,,87,Merged,1
PR000579,P004,S0031,D0019,D0026,2024-01-08 09:47:15.602823,2024-01-09 03:35:15.602823,17.8,241,Merged,1
PR000580,P004,S0031,D0019,D0042,2024-01-08 17:09:06.082026,,,108,Open,0
PR000581,P004,S0031,D0006,D0050,2024-01-05 13:25:26.523951,2024-01-05 22:19:26.523951,8.9,158,Merged,1
PR000582,P004,S0031,D0042,D0026,2024-01-04 03:24:09.985891,2024-01-04 19:18:09.985891,15.9,85,Merged,1
PR000583,P004,S0031,D0042,D0019,2024-01-08 05:18:09.699516,,,271,Open,0
PR000584,P004,S0031,D0030,D0004,2023-12-31 06:05:49.587246,2024-01-01 08:11:49.587246,26.1,75,Merged,1
PR000585,P004,S0031,D0026,D0042,2023-12-29 16:45:05.656364,2023-12-30 05:21:05.656364,12.6,19,Closed,0
PR000586,P004,S0031,D0030,D0042,2024-01-07 18:16:51.597201,2024-01-08 15:04:51.597201,20.8,89,Merged,1
PR000587,P004,S0031,D0004,D0050,2023-12-30 03:34:14.832341,2023-12-30 23:10:14.832341,19.6,289,Merged,1
PR000588,P004,S0031,D0030,D0050,2024-01-01 18:08:26.473724,2024-01-02 06:02:26.473724,11.9,146,Closed,0
PR000589,P004,S0031,D0019,D0026,2024-01-07 16:04:58.094317,2024-01-08 07:28:58.094317,15.4,101,Merged,1
PR000590,P004,S0031,D0019,D0030,2023-12-29 15:55:46.644059,2023-12-30 01:01:46.644059,9.1,182,Merged,1
PR000591,P004,S0031,D0019,D0050,2024-01-05 18:26:32.962518,2024-01-05 22:44:32.962518,4.3,99,Merged,1
PR000592,P004,S0031,D0004,D0006,2024-01-08 12:08:01.160510,2024-01-09 11:14:01.160510,23.1,18,Merged,1
PR000593,P004,S0031,D0042,D0006,2024-01-02 09:55:30.530139,2024-01-02 21:31:30.530139,11.6,45,Closed,0
PR000594,P004,S0031,D0050,D0030,2024-01-06 06:22:23.262305,2024-01-06 14:28:23.262305,8.1,81,Merged,1
PR000595,P004,S0031,D0026,D0042,2024-01-05 13:46:02.777269,,,105,Open,0
PR000596,P004,S0031,D0006,D0042,2024-01-09 02:29:57.619824,2024-01-09 19:29:57.619824,17.0,264,Merged,1
PR000597,P004,S0031,D0026,D0050,2024-01-09 06:06:36.549343,,,236,Open,0
PR000598,P004,S0031,D0004,D0026,2023-12-29 07:27:08.293719,2023-12-29 17:27:08.293719,10.0,56,Merged,1
PR000599,P004,S0032,D0050,D0004,2024-01-15 10:02:29.768230,2024-01-15 17:44:29.768230,7.7,125,Merged,1
PR000600,P004,S0032,D0026,D0030,2024-01-16 07:48:37.175834,2024-01-16 12:54:37.175834,5.1,156,Merged,1
PR000601,P004,S0032,D0019,D0004,2024-01-13 10:48:10.972550,2024-01-14 00:00:10.972550,13.2,199,Merged,1
PR000602,P004,S0032,D0019,D0030,2024-01-18 01:28:49.173194,2024-01-18 23:10:49.173194,21.7,166,Merged,1
PR000603,P004,S0032,D0026,D0030,2024-01-12 04:10:04.876238,2024-01-13 03:46:04.876238,23.6,102,Merged,1
PR000604,P004,S0032,D0006,D0042,2024-01-20 21:16:38.863230,2024-01-20 22:52:38.863230,1.6,131,Closed,0
PR000605,P004,S0032,D0004,D0006,2024-01-23 18:19:57.725235,2024-01-24 02:13:57.725235,7.9,73,Closed,0
PR000606,P004,S0032,D0050,D0030,2024-01-19 13:45:26.395824,2024-01-20 19:27:26.395824,29.7,99,Merged,1
PR000607,P004,S0032,D0050,D0019,2024-01-19 18:28:47.201299,2024-01-20 21:58:47.201299,,1,Merged,1
PR000608,P004,S0032,D0026,D0030,2024-01-16 09:37:37.152354,2024-01-16 18:49:37.152354,9.2,118,Merged,1
PR000609,P004,S0032,D0004,D0026,2024-01-20 22:21:19.169733,2024-01-22 12:33:19.169733,38.2,197,Closed,0
PR000610,P004,S0032,D0042,D0050,2024-01-14 20:15:04.254223,2024-01-15 07:33:04.254223,11.3,104,Merged,1
PR000611,P004,S0032,D0004,D0050,2024-01-15 03:39:46.304610,2024-01-15 17:33:46.304610,13.9,220,Merged,1
PR000612,P004,S0032,D0019,D0050,2024-01-20 17:17:54.883856,2024-01-20 19:29:54.883856,2.2,98,Merged,1
PR000613,P004,S0033,D0050,D0004,2024-01-26 22:25:17.278493,,,15,Open,0
PR000614,P004,S0033,D0042,D0026,2024-02-05 04:48:45.902446,2024-02-07 19:54:45.902446,63.1,180,Merged,1
PR000615,P004,S0033,D0006,D0004,2024-02-06 23:34:37.856457,,,71,Open,0
PR000616,P004,S0033,D0042,D0004,2024-01-29 19:12:48.249806,,,100,Open,0
PR000617,P004,S0033,D0042,D0030,2024-02-01 15:54:01.721692,2024-02-03 04:30:01.721692,36.6,462,Merged,1
PR000618,P004,S0033,D0030,D0004,2024-01-29 10:08:55.895143,2024-01-29 13:44:55.895143,3.6,57,Merged,1
PR000619,P004,S0033,D0019,D0042,2024-01-31 13:33:08.322504,,,87,Open,0
PR000620,P004,S0033,D0004,D0019,2024-01-28 07:04:04.796053,2024-01-29 05:46:04.796053,22.7,320,Merged,1
PR000621,P004,S0033,D0019,D0006,2024-02-03 16:21:07.958138,2024-02-04 13:45:07.958138,21.4,179,Closed,0
PR000622,P004,S0033,D0042,D0006,2024-01-27 00:52:14.312398,2024-01-27 13:34:14.312398,12.7,66,Merged,1
PR000623,P004,S0033,D0042,D0050,2024-01-27 04:18:57.915597,2024-01-28 07:54:57.915597,27.6,100,Merged,1
PR000624,P004,S0033,D0004,D0006,2024-01-30 09:21:22.667885,2024-01-31 18:51:22.667885,33.5,184,Merged,1
PR000625,P004,S0033,D0026,D0006,2024-02-02 03:04:33.483183,2024-02-02 17:46:33.483183,14.7,132,Closed,0
PR000626,P004,S0033,D0042,D0026,2024-02-06 13:48:39.901853,2024-02-07 01:12:39.901853,11.4,121,Merged,1
PR000627,P004,S0033,D0026,D0030,2024-01-31 21:38:30.963516,2024-02-02 00:08:30.963516,26.5,177,Merged,1
PR000628,P004,S0033,D0006,D0004,2024-02-06 08:27:13.533460,2024-02-06 23:15:13.533460,14.8,173,Merged,1
PR000629,P004,S0033,D0019,D0030,2024-02-04 03:22:54.804136,2024-02-04 21:58:54.804136,18.6,117,Merged,1
PR000630,P004,S0033,D0026,D0004,2024-01-29 13:50:08.143246,2024-01-30 15:20:08.143246,25.5,122,Merged,1
PR000631,P004,S0033,D0026,D0019,2024-01-26 05:38:32.657436,2024-01-26 16:50:32.657436,11.2,198,Merged,1
PR000632,P004,S0033,D0019,D0026,2024-01-31 14:22:29.045698,2024-02-01 05:10:29.045698,14.8,91,Merged,1
PR000633,P004,S0033,D0050,D0030,2024-01-27 01:11:30.560530,2024-01-27 17:23:30.560530,16.2,42,Merged,1
PR000634,P004,S0033,D0004,D0019,2024-01-28 08:50:16.284046,,,60,Open,0
PR000635,P004,S0034,D0042,D0006,2024-02-09 16:11:16.946096,2024-02-10 09:11:16.946096,17.0,386,Merged,1
PR000636,P004,S0034,D0006,D0050,2024-02-20 15:27:47.691931,2024-02-20 21:03:47.691931,5.6,173,Merged,1
PR000637,P004,S0034,D0030,D0004,2024-02-15 20:17:10.657820,2024-02-15 23:35:10.657820,3.3,119,Merged,1
PR000638,P004,S0034,D0019,D0006,2024-02-15 02:07:41.223419,2024-02-15 03:49:41.223419,1.7,21,Merged,1
PR000639,P004,S0034,D0042,D0030,2024-02-17 16:20:13.547561,2024-02-18 21:08:13.547561,28.8,190,Merged,1
PR000640,P004,S0034,D0006,D0030,2024-02-15 06:26:53.251869,2024-02-15 22:20:53.251869,15.9,48,Merged,1
PR000641,P004,S0034,D0050,D0030,2024-02-13 07:24:51.284129,2024-02-14 04:12:51.284129,20.8,4,Closed,0
PR000642,P004,S0034,D0030,D0019,2024-02-16 11:04:40.425986,2024-02-17 04:04:40.425986,17.0,94,Closed,0
PR000643,P004,S0034,D0050,D0019,2024-02-10 13:55:51.368402,2024-02-10 17:19:51.368402,3.4,1,Merged,1
PR000644,P004,S0034,D0042,D0004,2024-02-16 20:12:25.799886,2024-02-17 14:12:25.799886,18.0,413,Closed,0
PR000645,P004,S0034,D0004,D0006,2024-02-18 04:31:52.745834,2024-02-18 06:55:52.745834,2.4,49,Merged,1
PR000646,P004,S0034,D0004,D0030,2024-02-16 23:15:15.213090,2024-02-17 05:45:15.213090,6.5,117,Merged,1
PR000647,P004,S0034,D0004,D0050,2024-02-17 17:13:17.010702,2024-02-17 22:13:17.010702,5.0,16,Merged,1
PR000648,P004,S0034,D0004,D0042,2024-02-15 04:29:12.793311,2024-02-16 21:17:12.793311,40.8,220,Merged,1
PR000649,P004,S0034,D0050,D0030,2024-02-11 22:43:07.305691,2024-02-12 11:49:07.305691,13.1,112,Merged,1
PR000650,P004,S0034,D0030,D0006,2024-02-09 19:55:38.859962,2024-02-10 06:43:38.859962,10.8,38,Merged,1
PR000651,P004,S0034,D0042,D0030,2024-02-19 02:05:10.055450,2024-02-19 09:17:10.055450,7.2,34,Merged,1
PR000652,P004,S0034,D0030,D0042,2024-02-16 08:39:32.564175,2024-02-16 14:45:32.564175,6.1,95,Merged,1
PR000653,P004,S0034,D0004,D0030,2024-02-20 08:30:11.404616,2024-02-20 12:18:11.404616,3.8,237,Merged,1
PR000654,P004,S0035,D0042,D0006,2024-02-29 02:28:10.061983,2024-02-29 13:16:10.061983,10.8,7,Merged,1
PR000655,P004,S0035,D0026,D0019,2024-02-25 17:01:38.296320,2024-02-26 01:31:38.296320,8.5,76,Merged,1
PR000656,P004,S0035,D0006,D0019,2024-03-01 19:57:02.275402,2024-03-01 22:27:02.275402,2.5,20,Merged,1
PR000657,P004,S0035,D0019,D0042,2024-02-24 05:11:02.337719,2024-02-25 07:23:02.337719,26.2,44,Merged,1
PR000658,P004,S0035,D0006,D0050,2024-02-29 03:24:24.574365,,,166,Open,0
PR000659,P004,S0035,D0030,D0004,2024-02-24 16:55:51.008574,2024-02-24 20:19:51.008574,3.4,30,Merged,1
PR000660,P004,S0035,D0019,D0006,2024-02-29 13:16:43.812436,2024-03-01 23:46:43.812436,34.5,20,Merged,1
PR000661,P004,S0035,D0019,D0006,2024-02-23 04:31:57.247880,2024-02-23 19:31:57.247880,15.0,152,Merged,1
PR000662,P004,S0035,D0004,D0019,2024-03-03 18:49:05.709977,2024-03-04 09:49:05.709977,15.0,5,Merged,1
PR000663,P004,S0035,D0042,D0019,2024-02-27 20:59:49.358432,2024-02-28 10:29:49.358432,13.5,59,Merged,1
PR000664,P004,S0035,D0042,D0030,2024-02-27 01:19:49.479281,2024-02-27 02:13:49.479281,0.9,128,Merged,1
PR000665,P004,S0035,D0004,D0026,2024-02-24 03:32:10.791086,2024-02-24 04:44:10.791086,1.2,144,Merged,1
PR000666,P004,S0035,D0030,D0042,2024-02-29 03:56:48.492702,2024-02-29 14:44:48.492702,10.8,113,Merged,1
PR000667,P004,S0035,D0030,D0042,2024-02-25 04:23:43.650062,2024-02-25 13:35:43.650062,9.2,289,Merged,1
PR000668,P004,S0035,D0004,D0030,2024-02-25 03:43:03.317151,2024-02-25 06:37:03.317151,2.9,91,Merged,1
PR000669,P004,S0035,D0004,D0026,2024-02-26 12:59:40.524471,2024-02-26 17:23:40.524471,4.4,119,Merged,1
PR000670,P004,S0035,D0042,D0006,2024-02-24 14:41:10.856944,,,55,Open,0
PR000671,P004,S0035,D0030,D0042,2024-02-25 11:37:19.683275,2024-02-26 04:13:19.683275,16.6,33,Merged,1
PR000672,P004,S0035,D0042,D0026,2024-03-04 00:40:46.890818,2024-03-04 16:28:46.890818,15.8,51,Merged,1
PR000673,P004,S0035,D0026,D0042,2024-02-25 16:23:47.104598,2024-02-26 05:53:47.104598,13.5,179,Merged,1
PR000674,P004,S0035,D0050,D0030,2024-03-03 20:42:21.687858,2024-03-05 02:18:21.687858,29.6,128,Closed,0
PR000675,P004,S0035,D0006,D0050,2024-02-25 03:18:32.496821,2024-02-25 07:48:32.496821,4.5,94,Merged,1
PR000676,P004,S0035,D0050,D0019,2024-02-28 01:17:59.677281,2024-02-28 04:11:59.677281,2.9,46,Merged,1
PR000677,P004,S0035,D0042,D0030,2024-03-05 09:15:32.137563,2024-03-06 16:15:32.137563,31.0,71,Merged,1
PR000678,P004,S0035,D0004,D0030,2024-03-02 21:41:36.586371,2024-03-03 03:11:36.586371,5.5,118,Closed,0
PR000679,P004,S0035,D0006,D0026,2024-03-01 10:49:47.075677,2024-03-01 22:07:47.075677,11.3,115,Merged,1
PR000680,P004,S0035,D0026,D0004,2024-03-03 19:25:54.512619,2024-03-04 05:43:54.512619,10.3,115,Merged,1
PR000681,P004,S0036,D0030,D0004,2024-03-15 22:23:31.339283,2024-03-16 00:41:31.339283,2.3,63,Merged,1
PR000682,P004,S0036,D0042,D0019,2024-03-11 02:51:22.049771,2024-03-11 17:51:22.049771,15.0,187,Merged,1
PR000683,P004,S0036,D0006,D0004,2024-03-19 17:18:22.236113,2024-03-20 07:54:22.236113,14.6,155,Merged,1
PR000684,P004,S0036,D0050,D0042,2024-03-08 03:12:06.291586,2024-03-08 18:00:06.291586,14.8,306,Merged,1
PR000685,P004,S0036,D0004,D0042,2024-03-08 15:38:18.004550,2024-03-08 17:26:18.004550,1.8,58,Merged,1
PR000686,P004,S0036,D0042,D0026,2024-03-11 16:18:21.014182,2024-03-11 19:54:21.014182,3.6,147,Merged,1
PR000687,P004,S0036,D0004,D0019,2024-03-13 19:19:35.425761,,,33,Open,0
PR000688,P004,S0036,D0004,D0050,2024-03-10 20:57:59.221404,2024-03-11 00:39:59.221404,3.7,147,Merged,1
PR000689,P004,S0036,D0030,D0050,2024-03-19 12:56:29.494911,2024-03-19 21:38:29.494911,8.7,302,Merged,1
PR000690,P004,S0036,D0004,D0050,2024-03-09 11:25:33.597786,,,107,Open,0
PR000691,P004,S0036,D0042,D0030,2024-03-19 00:17:56.052815,2024-03-19 08:17:56.052815,8.0,66,Closed,0
PR000692,P004,S0036,D0026,D0004,2024-03-17 17:41:34.455565,2024-03-18 00:47:34.455565,7.1,77,Merged,1
PR000693,P004,S0036,D0004,D0026,2024-03-18 03:49:20.368890,2024-03-18 12:07:20.368890,8.3,80,Merged,1
PR000694,P004,S0036,D0030,D0026,2024-03-14 06:42:56.339119,2024-03-16 06:42:56.339119,48.0,233,Merged,1
PR000695,P004,S0036,D0006,D0030,2024-03-11 04:05:27.810665,2024-03-11 18:53:27.810665,14.8,92,Merged,1
PR000696,P004,S0036,D0006,D0026,2024-03-12 06:20:26.097846,,,9,Open,0
PR000697,P004,S0036,D0019,D0004,2024-03-13 22:07:42.993959,2024-03-14 12:25:42.993959,14.3,115,Merged,1
PR000698,P004,S0036,D0004,D0042,2024-03-19 04:07:11.802715,2024-03-19 21:55:11.802715,17.8,105,Closed,0
PR000699,P004,S0036,D0006,D0004,2024-03-15 17:37:19.279804,2024-03-16 04:25:19.279804,10.8,59,Closed,0
PR000700,P004,S0036,D0019,D0042,2024-03-14 11:22:55.298430,2024-03-14 14:10:55.298430,2.8,35,Closed,0
PR000701,P004,S0036,D0004,D0019,2024-03-12 19:58:07.570753,2024-03-13 07:34:07.570753,11.6,48,Merged,1
PR000702,P004,S0036,D0030,D0004,2024-03-13 15:01:24.420065,2024-03-13 17:19:24.420065,2.3,56,Merged,1
PR000703,P004,S0036,D0006,D0042,2024-03-14 10:08:03.207306,2024-03-16 03:38:03.207306,41.5,109,Merged,1
PR000704,P004,S0037,D0026,D0019,2024-03-31 02:44:44.861296,2024-03-31 18:08:44.861296,15.4,116,Merged,1
PR000705,P004,S0037,D0030,D0042,2024-03-23 19:44:07.688538,2024-03-24 06:26:07.688538,10.7,106,Merged,1
PR000706,P004,S0037,D0042,D0026,2024-03-25 00:10:10.857337,2024-03-25 16:46:10.857337,16.6,39,Merged,1
PR000707,P004,S0037,D0019,D0004,2024-04-02 18:34:30.998609,2024-04-02 20:46:30.998609,2.2,124,Merged,1
PR000708,P004,S0037,D0042,D0004,2024-03-26 23:29:38.660393,2024-03-27 08:59:38.660393,9.5,49,Merged,1
PR000709,P004,S0037,D0006,D0042,2024-03-24 19:45:09.880116,,,221,Open,0
PR000710,P004,S0037,D0004,D0030,2024-03-27 05:16:33.428295,2024-03-27 12:28:33.428295,7.2,154,Merged,1
PR000711,P004,S0037,D0019,D0006,2024-04-02 22:00:34.877345,2024-04-03 10:30:34.877345,12.5,53,Merged,1
PR000712,P004,S0037,D0004,D0050,2024-03-27 10:42:03.276645,2024-03-28 04:42:03.276645,18.0,26,Closed,0
PR000713,P004,S0037,D0030,D0006,2024-03-27 16:05:35.464353,,,95,Open,0
PR000714,P004,S0037,D0042,D0050,2024-03-22 17:59:10.210996,2024-03-22 21:11:10.210996,3.2,41,Merged,1
PR000715,P004,S0037,D0026,D0030,2024-03-25 14:23:25.773403,2024-03-26 21:47:25.773403,31.4,106,Merged,1
PR000716,P004,S0037,D0019,D0050,2024-03-27 00:18:31.181544,2024-03-27 10:48:31.181544,10.5,97,Merged,1
PR000717,P004,S0037,D0006,D0004,2024-03-23 06:04:38.190422,2024-03-23 20:46:38.190422,14.7,121,Closed,0
PR000718,P004,S0037,D0019,D0050,2024-04-01 18:43:44.717081,2024-04-02 07:25:44.717081,12.7,62,Closed,0
PR000719,P004,S0037,D0030,D0026,2024-03-25 01:46:20.143517,2024-03-25 15:04:20.143517,13.3,113,Closed,0
PR000720,P004,S0037,D0004,D0042,2024-03-25 00:20:22.750611,2024-03-25 14:38:22.750611,14.3,14,Closed,0
PR000721,P004,S0037,D0042,D0004,2024-03-31 00:26:47.447316,2024-03-31 08:02:47.447316,7.6,5,Merged,1
PR000722,P004,S0038,D0030,D0042,2024-04-12 00:51:05.323978,2024-04-12 12:45:05.323978,11.9,108,Merged,1
PR000723,P004,S0038,D0006,D0030,2024-04-16 00:04:20.861183,2024-04-16 08:04:20.861183,8.0,102,Merged,1
PR000724,P004,S0038,D0019,D0004,2024-04-09 01:21:27.331251,2024-04-09 10:57:27.331251,9.6,169,Merged,1
PR000725,P004,S0038,D0042,D0026,2024-04-09 08:22:36.195840,2024-04-09 09:10:36.195840,0.8,27,Closed,0
PR000726,P004,S0038,D0026,D0030,2024-04-08 11:42:14.896728,2024-04-08 14:30:14.896728,2.8,104,Merged,1
PR000727,P004,S0038,D0006,D0030,2024-04-09 18:37:38.841478,2024-04-09 19:43:38.841478,1.1,51,Merged,1
PR000728,P004,S0038,D0030,D0019,2024-04-13 23:58:10.944929,2024-04-15 02:28:10.944929,26.5,50,Merged,1
PR000729,P004,S0038,D0006,D0050,2024-04-14 18:31:17.230071,2024-04-15 11:13:17.230071,16.7,14,Merged,1
PR000730,P004,S0038,D0004,D0006,2024-04-10 20:21:48.444678,,,68,Open,0
PR000731,P004,S0038,D0042,D0004,2024-04-09 13:24:38.184725,2024-04-10 03:06:38.184725,13.7,123,Merged,1
PR000732,P004,S0038,D0026,D0006,2024-04-06 01:03:45.519475,2024-04-06 04:09:45.519475,3.1,102,Merged,1
PR000733,P004,S0038,D0004,D0042,2024-04-16 01:01:01.128647,2024-04-17 12:13:01.128647,35.2,209,Merged,1
PR000734,P004,S0038,D0026,D0030,2024-04-07 12:47:40.214750,2024-04-07 22:35:40.214750,9.8,100,Closed,0
PR000735,P004,S0038,D0030,D0026,2024-04-07 08:45:40.501547,2024-04-07 22:15:40.501547,13.5,259,Merged,1
PR000736,P004,S0038,D0004,D0006,2024-04-12 23:54:06.129741,2024-04-13 08:06:06.129741,8.2,77,Merged,1
PR000737,P004,S0038,D0042,D0026,2024-04-06 13:14:26.549301,2024-04-06 14:38:26.549301,1.4,161,Merged,1
PR000738,P004,S0038,D0026,D0019,2024-04-16 11:31:34.342867,2024-04-16 23:31:34.342867,,108,Merged,1
PR000739,P004,S0038,D0006,D0026,2024-04-09 14:39:08.994659,2024-04-09 19:33:08.994659,4.9,68,Merged,1
PR000740,P004,S0038,D0042,D0004,2024-04-07 10:29:05.978271,2024-04-07 15:35:05.978271,5.1,137,Merged,1
PR000741,P004,S0039,D0026,D0050,2024-04-21 01:25:29.361595,2024-04-21 14:19:29.361595,12.9,124,Merged,1
PR000742,P004,S0039,D0006,D0004,2024-04-26 04:22:31.570098,2024-04-28 02:16:31.570098,45.9,79,Merged,1
PR000743,P004,S0039,D0004,D0026,2024-04-20 03:34:17.377422,2024-04-20 06:58:17.377422,3.4,49,Closed,0
PR000744,P004,S0039,D0042,D0019,2024-04-24 19:38:01.026942,2024-04-25 06:32:01.026942,10.9,17,Merged,1
PR000745,P004,S0039,D0042,D0019,2024-04-19 09:34:24.384271,2024-04-21 05:28:24.384271,43.9,86,Merged,1
PR000746,P004,S0039,D0042,D0050,2024-04-19 18:05:49.391706,2024-04-20 02:17:49.391706,8.2,116,Closed,0
PR000747,P004,S0039,D0030,D0004,2024-04-24 21:45:11.900840,2024-04-25 07:39:11.900840,9.9,36,Merged,1
PR000748,P004,S0039,D0006,D0004,2024-04-23 09:50:12.320533,2024-04-23 20:20:12.320533,10.5,117,Merged,1
PR000749,P004,S0039,D0030,D0004,2024-04-19 13:48:04.964334,,,33,Open,0
PR000750,P004,S0039,D0004,D0006,2024-04-24 20:51:10.977812,2024-04-26 15:39:10.977812,42.8,276,Merged,1
PR000751,P004,S0039,D0042,D0030,2024-04-29 05:13:37.735622,2024-04-29 18:25:37.735622,13.2,106,Merged,1
PR000752,P004,S0039,D0050,D0030,2024-04-29 19:23:55.905235,2024-04-30 21:29:55.905235,26.1,168,Closed,0
PR000753,P004,S0039,D0050,D0006,2024-04-28 04:16:53.463806,2024-04-29 06:22:53.463806,26.1,164,Closed,0
PR000754,P004,S0039,D0019,D0042,2024-04-28 17:05:09.836998,2024-04-29 21:53:09.836998,28.8,61,Merged,1
PR000755,P004,S0039,D0019,D0030,2024-04-30 07:59:42.557501,2024-05-01 17:53:42.557501,33.9,315,Closed,0
PR000756,P004,S0039,D0026,D0004,2024-04-20 14:52:48.573176,2024-04-20 17:34:48.573176,2.7,110,Merged,1
PR000757,P004,S0039,D0019,D0006,2024-04-20 01:34:06.402432,2024-04-21 02:52:06.402432,25.3,126,Merged,1
PR000758,P004,S0039,D0026,D0030,2024-04-28 10:28:18.362998,2024-04-29 05:04:18.362998,18.6,134,Merged,1
PR000759,P004,S0039,D0026,D0004,2024-04-20 21:40:13.638038,2024-04-22 00:40:13.638038,27.0,50,Merged,1
PR000760,P004,S0039,D0004,D0026,2024-04-28 20:17:17.303649,2024-04-29 01:05:17.303649,4.8,72,Closed,0
PR000761,P004,S0039,D0042,D0050,2024-04-22 00:09:56.684864,,,151,Open,0
PR000762,P004,S0039,D0006,D0026,2024-04-25 07:51:35.621059,,,123,Open,0
PR000763,P004,S0039,D0050,D0030,2024-04-21 10:03:32.746714,2024-04-21 13:21:32.746714,3.3,83,Closed,0
PR000764,P004,S0039,D0050,D0006,2024-04-23 12:12:33.878849,2024-04-24 22:00:33.878849,33.8,255,Closed,0
PR000765,P004,S0039,D0006,D0004,2024-04-19 17:22:43.023476,2024-04-20 00:04:43.023476,6.7,30,Merged,1
PR000766,P004,S0040,D0006,D0030,2024-05-04 04:27:02.743275,2024-05-04 06:03:02.743275,1.6,130,Merged,1
PR000767,P004,S0040,D0050,D0026,2024-05-08 20:48:53.948882,2024-05-09 02:24:53.948882,5.6,55,Merged,1
PR000768,P004,S0040,D0019,D0050,2024-05-06 13:31:16.751927,2024-05-07 03:25:16.751927,13.9,284,Merged,1
PR000769,P004,S0040,D0030,D0019,2024-05-04 22:18:45.661345,2024-05-06 15:30:45.661345,41.2,198,Merged,1
PR000770,P004,S0040,D0026,D0042,2024-05-08 18:07:40.401368,2024-05-08 21:37:40.401368,3.5,29,Merged,1
PR000771,P004,S0040,D0026,D0050,2024-05-12 14:04:17.223024,2024-05-12 23:10:17.223024,9.1,49,Merged,1
PR000772,P004,S0040,D0019,D0030,2024-05-05 12:26:07.125192,2024-05-05 20:56:07.125192,8.5,37,Merged,1
