deployment_id,project_id,sprint_id,environment,deployment_timestamp,status,rollback,duration_minutes,is_failure
DEP000327,P005,S0044,staging,2024-02-10 16:10:16.025104,Success,0,10.8,0
DEP000328,P005,S0044,staging,2024-02-04 17:08:25.823505,Success,0,12.1,0
DEP000329,P005,S0044,production,2024-02-09 13:21:54.717840,Success,0,12.8,0
DEP000330,P005,S0044,staging,2024-02-06 22:19:56.266455,Success,0,18.2,0
DEP000331,P005,S0045,production,2024-02-24 07:58:10.497805,Success,0,2.9,0
DEP000332,P005,S0045,staging,2024-02-28 02:50:50.395878,Success,0,21.2,0
DEP000333,P005,S0045,production,2024-03-01 19:09:03.569253,Success,0,13.6,0
DEP000334,P005,S0046,staging,2024-03-10 14:35:43.795700,Success,0,10.1,0
DEP000335,P005,S0046,production,2024-03-08 09:20:16.755595,Success,0,45.8,0
DEP000336,P005,S0046,production,2024-03-13 06:45:30.939985,Success,0,25.2,0
DEP000337,P005,S0046,staging,2024-03-13 04:46:59.857697,Success,0,2.3,0
DEP000338,P005,S0046,production,2024-03-03 19:29:54.337011,Success,0,13.2,0
DEP000339,P005,S0046,production,2024-03-14 03:05:39.077485,Success,0,16.2,0
DEP000340,P005,S0046,staging,2024-03-15 21:58:27.141311,Success,0,9.7,0
DEP000341,P005,S0046,staging,2024-03-04 16:17:28.052395,Success,0,3.2,0
DEP000342,P005,S0046,staging,2024-03-12 16:05:21.465556,Success,0,9.2,0
DEP000343,P005,S0047,production,2024-03-18 13:33:46.527036,Success,0,6.4,0
DEP000344,P005,S0047,production,2024-03-26 02:35:18.357828,Success,0,6.5,0
DEP000345,P005,S0047,staging,2024-03-29 08:03:17.361531,Success,0,11.2,0
DEP000346,P005,S0047,production,2024-03-19 15:15:09.784685,Success,0,55.4,0
DEP000347,P005,S0047,production,2024-03-22 16:31:00.091154,Success,0,20.0,0
DEP000348,P005,S0047,staging,2024-03-21 13:54:11.455517,Success,0,18.2,0
DEP000349,P005,S0047,production,2024-03-25 11:34:53.949114,Success,0,11.1,0
DEP000350,P005,S0048,staging,2024-04-01 10:44:52.984722,Success,0,6.3,0
DEP000351,P005,S0048,production,2024-04-10 10:12:58.880183,Success,0,1.0,0
DEP000352,P005,S0048,staging,2024-04-11 14:58:00.498222,Success,0,9.0,0
DEP000353,P005,S0048,staging,2024-04-02 15:47:08.184499,Success,0,4.0,0
DEP000354,P005,S0048,staging,2024-03-31 11:42:51.843028,Failed,0,37.4,1
DEP000355,P005,S0048,staging,2024-04-03 10:12:46.071841,Success,0,1.0,0
DEP000356,P005,S0048,staging,2024-04-09 06:49:48.729474,Success,0,9.4,0
DEP000357,P005,S0049,production,2024-04-20 19:46:31.446234,Success,0,18.6,0
DEP000358,P005,S0049,production,2024-04-15 05:43:44.199905,Success,0,23.5,0
DEP000359,P005,S0049,production,2024-04-17 06:44:22.012041,Success,0,24.3,0
DEP000360,P005,S0049,staging,2024-04-14 04:45:47.128751,Success,0,31.9,0
DEP000361,P005,S0049,staging,2024-04-17 13:03:02.122803,Success,0,7.9,0
DEP000362,P005,S0049,production,2024-04-24 01:15:45.798839,Failed,1,10.6,1
DEP000363,P005,S0050,staging,2024-05-04 23:18:15.454424,Success,0,8.0,0
DEP000364,P005,S0050,staging,2024-05-07 18:42:42.886688,Success,0,51.7,0
DEP000365,P005,S0050,staging,2024-04-30 00:21:08.906950,Success,0,23.1,0
DEP000366,P005,S0050,production,2024-05-01 21:10:52.218678,Failed,1,14.6,1
DEP000367,P006,S0051,staging,2023-11-25 15:52:26.516936,Success,0,7.1,0
DEP000368,P006,S0051,production,2023-11-29 07:52:20.572048,Success,0,10.6,0
DEP000369,P006,S0051,production,2023-11-20 20:50:40.015082,Success,0,13.2,0
DEP000370,P006,S0052,production,2023-12-12 20:28:01.511186,Success,0,4.2,0
DEP000371,P006,S0052,staging,2023-12-09 12:32:14.391164,Success,0,4.7,0
DEP000372,P006,S0052,staging,2023-12-07 12:52:38.367910,Success,0,39.7,0
DEP000373,P006,S0052,production,2023-12-15 01:33:09.915830,Success,0,13.9,0
DEP000374,P006,S0052,staging,2023-12-15 21:49:22.622534,Success,0,22.9,0
DEP000375,P006,S0052,production,2023-12-07 17:04:32.489633,Success,0,2.6,0
DEP000376,P006,S0053,staging,2023-12-25 23:20:06.969380,Success,0,24.1,0
DEP000377,P006,S0053,staging,2023-12-27 20:35:09.391044,Success,0,51.8,0
DEP000378,P006,S0053,staging,2023-12-19 18:55:57.945846,Success,0,21.5,0
DEP000379,P006,S0053,production,2023-12-25 21:20:44.649540,Success,0,68.3,0
DEP000380,P006,S0053,production,2023-12-23 20:10:17.789320,Failed,0,17.7,1
DEP000381,P006,S0053,production,2023-12-21 21:17:14.501418,Failed,1,13.1,1
DEP000382,P006,S0053,staging,2023-12-25 16:24:39.039833,Success,0,7.5,0
DEP000383,P006,S0053,production,2023-12-30 03:21:32.010660,Success,0,17.1,0
DEP000384,P006,S0054,staging,2024-01-12 18:48:28.089536,Success,0,9.0,0
DEP000385,P006,S0054,staging,2024-01-09 13:48:19.950036,Success,0,9.4,0
DEP000386,P006,S0054,staging,2024-01-03 00:28:40.074128,Success,0,13.0,0
DEP000387,P006,S0054,staging,2024-01-09 01:07:51.562593,Success,0,10.2,0
DEP000388,P006,S0054,production,2024-01-12 18:07:53.154785,Success,0,39.1,0
DEP000389,P006,S0054,staging,2024-01-07 00:06:04.876929,Success,0,15.5,0
DEP000390,P006,S0055,staging,2024-01-19 16:13:03.362891,Success,0,23.6,0
DEP000391,P006,S0055,staging,2024-01-20 20:56:48.424083,Success,0,38.1,0
DEP000392,P006,S0055,staging,2024-01-15 16:10:17.143234,Success,0,29.6,0
DEP000393,P006,S0055,staging,2024-01-27 04:49:48.827788,Success,0,25.9,0
DEP000394,P006,S0055,production,2024-01-15 00:36:08.816260,Success,0,16.3,0
DEP000395,P006,S0055,staging,2024-01-26 21:40:58.291432,Success,0,24.0,0
DEP000396,P006,S0055,staging,2024-01-16 11:02:43.963906,Success,0,6.1,0
DEP000397,P006,S0055,production,2024-01-26 16:54:44.660115,Success,0,23.0,0
DEP000398,P006,S0055,production,2024-01-24 15:26:55.551851,Success,0,17.4,0
DEP000399,P006,S0055,production,2024-01-27 04:10:35.348727,Success,0,41.2,0
DEP000400,P006,S0056,production,2024-01-30 09:23:31.963607,Success,0,13.5,0
DEP000401,P006,S0056,production,2024-02-03 05:14:57.706949,Success,0,7.7,0
DEP000402,P006,S0056,staging,2024-02-09 13:43:13.770928,Success,0,1.5,0
DEP000403,P006,S0056,staging,2024-01-31 08:34:14.556607,Success,0,7.1,0
DEP000404,P006,S0056,staging,2024-02-01 10:53:37.769736,Success,0,3.5,0
DEP000405,P006,S0056,production,2024-02-08 09:23:21.389370,Success,0,20.1,0
DEP000406,P006,S0056,staging,2024-02-04 01:18:06.152518,Success,0,7.7,0
DEP000407,P006,S0056,production,2024-02-07 16:59:54.371470,Success,0,9.2,0
DEP000408,P006,S0056,staging,2024-02-09 01:01:03.334519,Success,0,17.6,0
DEP000409,P006,S0057,staging,2024-02-13 04:58:45.530027,Success,0,39.1,0
DEP000410,P006,S0057,staging,2024-02-14 08:45:04.199232,Failed,1,15.0,1
DEP000411,P006,S0057,staging,2024-02-15 05:05:41.494186,Success,0,17.1,0
DEP000412,P006,S0057,staging,2024-02-12 21:21:37.729264,Success,0,6.4,0
DEP000413,P006,S0057,staging,2024-02-14 20:57:29.873651,Success,0,9.5,0
DEP000414,P006,S0057,production,2024-02-19 13:09:34.272700,Success,0,11.0,0
DEP000415,P006,S0057,staging,2024-02-13 13:23:25.671680,Success,0,7.4,0
DEP000416,P006,S0058,staging,2024-03-06 22:22:37.963091,Success,0,16.1,0
DEP000417,P006,S0058,production,2024-03-02 19:21:04.170931,Success,0,31.6,0
DEP000418,P006,S0058,production,2024-03-08 11:55:00.961530,Success,0,19.2,0
DEP000419,P006,S0058,production,2024-03-08 07:19:43.005865,Success,0,2.6,0
DEP000420,P006,S0058,production,2024-03-03 20:50:25.577620,Success,0,8.9,0
DEP000421,P006,S0058,production,2024-03-06 06:36:43.987643,Success,0,15.1,0
DEP000422,P006,S0058,staging,2024-03-07 16:17:05.890809,Success,0,9.1,0
DEP000423,P006,S0058,production,2024-02-27 19:26:41.422360,Success,0,9.2,0
DEP000424,P006,S0058,staging,2024-02-26 17:05:27.574820,Success,0,21.1,0
DEP000425,P006,S0058,staging,2024-03-09 07:48:07.733129,Success,0,31.6,0
DEP000426,P006,S0058,production,2024-03-02 05:20:57.942172,Failed,0,26.4,1
DEP000427,P006,S0058,staging,2024-03-03 14:22:00.284547,Success,0,1.3,0
DEP000428,P006,S0059,staging,2024-03-15 09:42:29.373352,Success,0,8.4,0
DEP000429,P006,S0059,staging,2024-03-18 22:42:46.234976,Success,0,13.7,0
DEP000430,P006,S0060,staging,2024-04-02 04:59:17.166586,Failed,1,26.6,1
DEP000431,P006,S0060,staging,2024-03-28 02:06:52.322523,Success,0,12.5,0
DEP000432,P006,S0060,staging,2024-03-28 12:52:39.183696,Success,0,22.6,0
DEP000433,P006,S0060,production,2024-03-28 10:18:47.818782,Success,0,5.3,0
DEP000434,P006,S0060,staging,2024-04-04 03:54:51.787369,Success,0,11.9,0
DEP000435,P006,S0060,staging,2024-03-26 18:02:37.017141,Success,0,10.6,0
DEP000436,P006,S0060,staging,2024-03-30 01:38:32.162286,Success,0,6.4,0
DEP000437,P006,S0060,staging,2024-03-26 05:40:39.694740,Success,0,19.8,0
DEP000438,P006,S0060,production,2024-04-05 16:51:40.278537,Success,0,13.2,0
DEP000439,P007,S0061,staging,2023-11-19 18:30:02.334037,Success,0,22.7,0
DEP000440,P007,S0061,staging,2023-11-20 16:29:40.966544,Success,0,4.4,0
DEP000441,P007,S0061,production,2023-11-23 07:29:27.219425,Success,0,17.2,0
DEP000442,P007,S0062,production,2023-12-02 22:27:01.984252,Success,0,5.1,0
DEP000443,P007,S0062,production,2023-12-04 23:04:22.444240,Success,0,10.3,0
DEP000444,P007,S0062,production,2023-12-14 12:34:04.111089,Success,0,19.2,0
DEP000445,P007,S0062,staging,2023-12-05 11:20:07.751988,Success,0,25.6,0
DEP000446,P007,S0062,production,2023-12-08 18:03:16.100328,Failed,0,13.9,1
DEP000447,P007,S0063,staging,2023-12-16 23:21:49.019386,Failed,0,7.7,1
DEP000448,P007,S0063,production,2023-12-20 11:56:08.801800,Success,0,4.2,0
DEP000449,P007,S0063,staging,2023-12-24 23:51:16.883755,Success,0,4.5,0
DEP000450,P007,S0063,production,2023-12-28 23:38:58.035522,Success,0,27.1,0
DEP000451,P007,S0063,production,2023-12-20 17:02:55.908171,Success,0,5.8,0
DEP000452,P007,S0063,production,2023-12-21 13:25:14.292005,Success,0,41.7,0
DEP000453,P007,S0063,staging,2023-12-23 08:00:59.752920,Success,0,12.9,0
DEP000454,P007,S0063,staging,2023-12-22 13:22:18.176704,Success,0,14.4,0
DEP000455,P007,S0064,staging,2024-01-01 22:10:48.018829,Success,0,34.3,0
DEP000456,P007,S0064,staging,2024-01-07 06:41:07.251487,Success,0,19.2,0
DEP000457,P007,S0064,staging,2024-01-01 14:49:53.643327,Success,0,13.3,0
DEP000458,P007,S0064,production,2024-01-08 19:25:30.008947,Success,0,5.9,0
DEP000459,P007,S0064,staging,2024-01-09 10:53:48.830026,Success,0,32.9,0
DEP000460,P007,S0064,staging,2024-01-07 07:40:31.578345,Success,0,18.3,0
DEP000461,P007,S0064,staging,2024-01-03 22:42:01.801816,Success,0,3.8,0
DEP000462,P007,S0065,staging,2024-01-25 11:57:07.007976,Success,0,9.3,0
DEP000463,P007,S0065,production,2024-01-16 17:14:43.878009,Success,0,11.7,0
DEP000464,P007,S0065,production,2024-01-15 19:46:23.291545,Success,0,7.7,0
DEP000465,P007,S0065,staging,2024-01-25 22:44:13.029699,Success,0,10.4,0
DEP000466,P007,S0065,production,2024-01-24 01:51:05.045271,Success,0,43.1,0
DEP000467,P007,S0065,staging,2024-01-14 02:34:14.328726,Success,0,1.5,0
DEP000468,P007,S0065,production,2024-01-16 01:49:37.778026,Success,0,9.4,0
DEP000469,P007,S0065,production,2024-01-22 18:51:48.015144,Success,0,35.2,0
DEP000470,P007,S0065,production,2024-01-25 09:45:24.341725,Success,0,8.1,0
DEP000471,P007,S0065,production,2024-01-22 11:28:36.356556,Success,0,14.8,0
DEP000472,P007,S0065,production,2024-01-25 00:07:49.607065,Failed,1,6.1,1
DEP000473,P007,S0066,staging,2024-01-29 18:36:29.066438,Success,0,1.8,0
DEP000474,P007,S0066,staging,2024-02-03 09:32:16.557894,Success,0,4.9,0
DEP000475,P007,S0066,production,2024-02-02 02:06:58.802309,Success,0,6.8,0
DEP000476,P007,S0066,staging,2024-01-28 14:16:57.661248,Success,0,7.6,0
DEP000477,P007,S0066,production,2024-02-02 14:58:12.748538,Success,0,8.7,0
DEP000478,P007,S0067,staging,2024-02-14 11:55:49.151784,Success,0,9.5,0
DEP000479,P007,S0067,staging,2024-02-14 01:55:50.579470,Success,0,22.4,0
DEP000480,P007,S0067,staging,2024-02-10 05:57:03.721499,Success,0,17.1,0
DEP000481,P007,S0067,staging,2024-02-18 19:26:41.498074,Failed,0,25.3,1
DEP000482,P007,S0067,staging,2024-02-13 17:51:58.439605,Success,0,6.0,0
DEP000483,P007,S0067,staging,2024-02-18 22:30:01.507350,Success,0,3.8,0
DEP000484,P007,S0068,production,2024-03-07 03:58:05.122656,Success,0,31.5,0
DEP000485,P007,S0068,staging,2024-03-07 20:05:53.505937,Success,0,7.3,0
DEP000486,P007,S0068,production,2024-03-01 01:11:35.642999,Success,0,18.5,0
DEP000487,P007,S0068,staging,2024-03-07 05:15:25.957297,Success,0,6.2,0
DEP000488,P007,S0068,staging,2024-03-03 14:25:09.082611,Success,0,14.1,0
DEP000489,P007,S0068,staging,2024-02-26 01:15:40.295306,Success,0,22.5,0
DEP000490,P007,S0068,production,2024-02-27 16:54:50.439068,Success,0,5.6,0
DEP000491,P007,S0069,staging,2024-03-09 07:21:54.288672,Success,0,11.5,0
DEP000492,P007,S0069,staging,2024-03-21 06:17:11.725443,Success,0,15.5,0
DEP000493,P007,S0069,production,2024-03-13 02:14:41.557684,Success,0,17.8,0
DEP000494,P007,S0069,staging,2024-03-11 07:56:44.999042,Success,0,52.7,0
DEP000495,P007,S0069,production,2024-03-17 14:49:44.795660,Success,0,40.6,0
DEP000496,P007,S0069,staging,2024-03-16 10:04:49.350495,Success,0,4.0,0
DEP000497,P007,S0069,production,2024-03-11 10:10:25.054134,Success,0,43.5,0
DEP000498,P007,S0069,staging,2024-03-09 08:32:29.941890,Success,0,14.6,0
DEP000499,P007,S0069,production,2024-03-16 23:03:08.965126,Success,0,2.4,0
DEP000500,P007,S0069,staging,2024-03-15 06:59:03.573207,Success,0,9.7,0
DEP000501,P007,S0069,staging,2024-03-16 16:28:36.752330,Success,0,7.0,0
DEP000502,P007,S0070,production,2024-03-27 08:57:20.205622,Success,0,6.1,0
DEP000503,P007,S0070,staging,2024-04-01 10:31:41.259673,Success,0,10.5,0
DEP000504,P007,S0070,staging,2024-03-31 17:48:21.618819,Success,0,17.6,0
DEP000505,P007,S0070,staging,2024-03-23 06:37:55.647677,Success,0,13.5,0
DEP000506,P008,S0071,staging,2023-12-28 05:39:32.499632,Success,0,35.9,0
DEP000507,P008,S0071,production,2024-01-01 23:50:44.584009,Success,0,26.5,0
DEP000508,P008,S0071,production,2024-01-02 15:59:29.111852,Success,0,16.8,0
DEP000509,P008,S0071,production,2024-01-06 22:22:51.083981,Success,0,13.6,0
DEP000510,P008,S0072,staging,2024-01-15 04:55:52.182630,Success,0,7.7,0
DEP000511,P008,S0072,staging,2024-01-23 01:14:11.471007,Success,0,47.6,0
DEP000512,P008,S0072,staging,2024-01-13 01:16:21.932115,Success,0,19.0,0
DEP000513,P008,S0073,production,2024-02-04 12:58:36.299704,Success,0,35.0,0
DEP000514,P008,S0073,staging,2024-01-25 08:33:01.342626,Success,0,6.7,0
DEP000515,P008,S0073,staging,2024-02-05 02:29:43.719170,Failed,0,3.3,1
DEP000516,P008,S0073,staging,2024-01-25 08:39:05.174752,Success,0,19.3,0
DEP000517,P008,S0073,staging,2024-02-04 03:04:24.272677,Success,0,6.2,0
DEP000518,P008,S0074,staging,2024-02-13 15:02:08.486304,Success,0,40.8,0
DEP000519,P008,S0074,production,2024-02-16 17:10:34.109622,Failed,1,4.7,1
DEP000520,P008,S0074,production,2024-02-19 09:16:19.721907,Success,0,12.9,0
DEP000521,P008,S0074,production,2024-02-16 23:18:37.713869,Success,0,7.0,0
DEP000522,P008,S0075,production,2024-02-26 06:17:54.289472,Success,0,10.4,0
DEP000523,P008,S0075,production,2024-02-26 11:45:32.131957,Success,0,2.8,0
DEP000524,P008,S0075,staging,2024-03-05 17:23:09.382882,Success,0,52.3,0
DEP000525,P008,S0076,staging,2024-03-07 21:40:24.322270,Success,0,7.8,0
DEP000526,P008,S0076,staging,2024-03-19 20:24:46.864170,Success,0,36.2,0
DEP000527,P008,S0077,staging,2024-03-28 16:47:57.302674,Failed,0,2.8,1
DEP000528,P008,S0077,staging,2024-03-26 14:35:50.045970,Failed,0,17.2,1
DEP000529,P008,S0077,staging,2024-03-21 16:32:34.015816,Success,0,5.7,0
DEP000530,P008,S0078,production,2024-04-09 08:01:47.903653,Failed,1,17.6,1
DEP000531,P008,S0078,production,2024-04-12 05:42:48.320575,Success,0,5.6,0
DEP000532,P008,S0078,staging,2024-04-14 06:58:29.432855,Success,0,9.3,0
DEP000533,P008,S0078,staging,2024-04-15 10:29:02.788000,Success,0,31.6,0
DEP000534,P008,S0079,staging,2024-04-27 04:27:47.694911,Success,0,27.0,0
DEP000535,P008,S0079,staging,2024-04-27 22:22:11.609264,Success,0,29.9,0
DEP000536,P008,S0079,production,2024-04-18 09:45:30.175703,Success,0,13.2,0
DEP000537,P008,S0079,staging,2024-04-18 04:06:53.080898,Success,0,3.4,0
DEP000538,P008,S0079,production,2024-04-22 14:15:20.699331,Success,0,23.2,0
DEP000539,P008,S0079,production,2024-04-30 06:44:16.731312,Success,0,25.7,0
DEP000540,P008,S0079,production,2024-04-29 09:30:09.380433,Success,0,34.0,0
DEP000541,P008,S0080,staging,2024-05-13 11:10:34.989710,Success,0,23.0,0
DEP000542,P008,S0080,staging,2024-05-06 10:28:26.444867,Success,0,9.4,0
DEP000543,P008,S0080,production,2024-05-08 16:14:09.973031,Success,0,10.2,0
DEP000544,P008,S0080,staging,2024-05-03 23:56:28.732706,Success,0,11.7,0
DEP000545,P009,S0081,staging,2024-01-01 19:41:35.188223,Failed,1,20.4,1
DEP000546,P009,S0081,staging,2024-01-07 23:48:37.791361,Success,0,10.1,0
DEP000547,P009,S0082,staging,2024-01-22 19:30:44.508977,Success,0,25.4,0
DEP000548,P009,S0082,staging,2024-01-17 02:09:07.748365,Failed,1,2.3,1
DEP000549,P009,S0082,staging,2024-01-18 23:59:38.763195,Failed,1,2.1,1
DEP000550,P009,S0082,staging,2024-01-23 06:28:59.713852,Success,0,30.5,0
DEP000551,P009,S0083,staging,2024-02-07 06:26:52.647612,Failed,0,20.0,1
DEP000552,P009,S0083,production,2024-01-30 20:24:10.208584,Success,0,34.6,0
DEP000553,P009,S0083,staging,2024-01-29 22:17:40.923224,Success,0,14.8,0
DEP000554,P009,S0083,staging,2024-02-07 09:01:46.283083,Success,0,18.1,0
DEP000555,P009,S0083,staging,2024-02-04 06:22:33.357000,Success,0,20.4,0
DEP000556,P009,S0083,staging,2024-01-28 15:32:48.407989,Failed,0,19.6,1
DEP000557,P009,S0083,staging,2024-02-06 01:37:59.208105,Success,0,40.2,0
DEP000558,P009,S0084,staging,2024-02-10 12:08:32.732126,Success,0,4.1,0
DEP000559,P009,S0084,staging,2024-02-20 12:46:46.583807,Success,0,33.5,0
DEP000560,P009,S0085,staging,2024-02-23 08:49:44.773360,Success,0,14.0,0
DEP000561,P009,S0085,production,2024-03-02 14:31:53.175397,Success,0,26.1,0
DEP000562,P009,S0085,production,2024-02-29 09:21:07.677344,Success,0,35.2,0
DEP000563,P009,S0085,staging,2024-02-25 18:35:10.830828,Failed,0,7.0,1
DEP000564,P009,S0085,production,2024-03-04 10:16:42.938186,Success,0,7.7,0
DEP000565,P009,S0085,staging,2024-02-27 14:39:11.175998,Success,0,8.0,0
DEP000566,P009,S0085,production,2024-03-06 14:21:36.746187,Success,0,20.8,0
DEP000567,P009,S0086,staging,2024-03-19 17:39:43.462981,Success,0,21.9,0
DEP000568,P009,S0086,production,2024-03-09 09:54:35.265122,Success,0,4.8,0
DEP000569,P009,S0087,staging,2024-04-03 21:09:09.900814,Success,0,30.6,0
DEP000570,P009,S0087,staging,2024-04-01 05:41:53.225520,Success,0,12.6,0
DEP000571,P009,S0087,production,2024-03-24 10:49:41.461799,Failed,1,9.3,1
DEP000572,P009,S0087,production,2024-03-30 13:53:59.930772,Success,0,15.2,0
DEP000573,P009,S0087,production,2024-03-24 02:53:50.411648,Failed,1,18.3,1
DEP000574,P009,S0087,staging,2024-03-29 01:17:15.925810,Success,0,26.7,0
DEP000575,P009,S0087,staging,2024-03-22 20:03:01.377161,Success,0,25.0,0
DEP000576,P009,S0087,production,2024-04-02 08:36:33.740295,Success,0,12.9,0
DEP000577,P009,S0087,staging,2024-03-28 15:00:11.682295,Success,0,6.9,0
DEP000578,P009,S0088,production,2024-04-05 22:36:46.635776,Success,0,16.6,0
DEP000579,P009,S0088,staging,2024-04-15 01:37:21.866287,Success,0,2.6,0
DEP000580,P009,S0088,staging,2024-04-05 22:55:21.650421,Success,0,3.7,0
DEP000581,P009,S0089,staging,2024-04-20 03:02:11.725358,Success,0,10.9,0
DEP000582,P009,S0089,staging,2024-04-19 01:18:46.265159,Success,0,37.5,0
DEP000583,P009,S0090,production,2024-05-08 01:55:49.570221,Success,0,69.7,0
DEP000584,P009,S0090,staging,2024-05-10 06:10:31.074539,Success,0,10.5,0
DEP000585,P009,S0090,staging,2024-05-03 08:14:23.654842,Success,0,16.9,0
DEP000586,P009,S0090,production,2024-05-13 14:55:53.588039,Success,0,30.8,0
DEP000587,P009,S0090,production,2024-05-14 12:11:39.143031,Success,0,16.8,0
DEP000588,P009,S0090,staging,2024-05-06 05:37:03.680379,Failed,1,10.8,1
DEP000589,P010,S0091,production,2023-12-08 07:39:57.060548,Success,0,40.4,0
DEP000590,P010,S0091,production,2023-12-06 22:25:30.745882,Failed,1,4.7,1
DEP000591,P010,S0091,staging,2023-12-11 08:11:58.370165,Success,0,5.6,0
DEP000592,P010,S0091,staging,2023-12-12 19:13:12.135225,Success,0,23.9,0
DEP000593,P010,S0091,production,2023-12-06 20:25:08.418012,Success,0,12.4,0
DEP000594,P010,S0091,production,2023-12-06 11:42:03.742783,Success,0,28.3,0
DEP000595,P010,S0091,staging,2023-11-30 17:40:52.362145,Success,0,14.0,0
DEP000596,P010,S0091,production,2023-12-10 04:43:06.607497,Success,0,19.4,0
DEP000597,P010,S0091,staging,2023-11-30 08:49:19.655763,Failed,1,5.0,1
DEP000598,P010,S0092,staging,2023-12-15 00:59:31.143993,Success,0,4.8,0
DEP000599,P010,S0092,production,2023-12-18 04:42:26.679536,Success,0,5.8,0
DEP000600,P010,S0092,staging,2023-12-24 05:59:50.700866,Success,0,1.5,0
DEP000601,P010,S0092,staging,2023-12-15 05:34:49.039799,Success,0,43.4,0
DEP000602,P010,S0092,staging,2023-12-23 22:53:36.935568,Success,0,35.9,0
DEP000603,P010,S0092,staging,2023-12-25 18:30:37.261072,Success,0,18.6,0
DEP000604,P010,S0093,staging,2024-01-08 17:31:04.461124,Success,0,9.4,0
DEP000605,P010,S0093,staging,2024-01-04 08:58:01.242539,Success,0,41.1,0
DEP000606,P010,S0093,staging,2023-12-28 12:50:37.152193,Success,0,25.7,0
DEP000607,P010,S0093,production,2024-01-07 09:58:16.828578,Success,0,23.9,0
DEP000608,P010,S0093,production,2024-01-03 20:21:04.938291,Success,0,9.1,0
DEP000609,P010,S0093,staging,2024-01-06 07:01:01.840737,Success,0,16.3,0
DEP000610,P010,S0094,staging,2024-01-19 12:18:01.086557,Success,0,8.3,0
DEP000611,P010,S0094,staging,2024-01-19 20:57:17.219000,Success,0,59.7,0
DEP000612,P010,S0094,production,2024-01-23 21:28:33.512290,Success,0,9.4,0
DEP000613,P010,S0094,staging,2024-01-19 13:58:48.397323,Success,0,40.6,0
DEP000614,P010,S0095,production,2024-02-04 19:55:26.665987,Success,0,21.5,0
DEP000615,P010,S0095,staging,2024-01-29 22:07:18.845999,Success,0,3.5,0
DEP000616,P010,S0095,staging,2024-02-06 06:54:53.102405,Success,0,10.6,0
DEP000617,P010,S0095,staging,2024-02-04 05:53:35.074820,Success,0,4.4,0
DEP000618,P010,S0095,staging,2024-02-02 21:06:51.269436,Success,0,10.7,0
DEP000619,P010,S0096,staging,2024-02-11 22:15:20.705397,Success,0,3.8,0
DEP000620,P010,S0096,staging,2024-02-17 10:32:39.405736,Success,0,13.8,0
DEP000621,P010,S0096,staging,2024-02-10 21:32:27.142585,Success,0,5.6,0
DEP000622,P010,S0096,staging,2024-02-10 06:38:42.429638,Success,0,2.2,0
DEP000623,P010,S0096,staging,2024-02-14 10:06:08.809648,Success,0,5.3,0
DEP000624,P010,S0096,staging,2024-02-17 03:31:53.311146,Success,0,43.5,0
DEP000625,P010,S0097,staging,2024-02-27 07:11:44.261642,Success,0,10.6,0
DEP000626,P010,S0097,production,2024-02-28 11:09:31.878264,Success,0,6.8,0
DEP000627,P010,S0097,staging,2024-02-25 09:53:52.657828,Success,0,14.5,0
DEP000628,P010,S0097,production,2024-02-27 20:54:44.321112,Success,0,1.7,0
DEP000629,P010,S0097,production,2024-02-26 16:05:09.207392,Success,0,5.2,0
DEP000630,P010,S0097,staging,2024-03-03 22:33:27.125022,Success,0,13.4,0
DEP000631,P010,S0098,staging,2024-03-09 05:22:43.653760,Success,0,2.2,0
DEP000632,P010,S0098,production,2024-03-15 02:37:04.906733,Success,0,9.5,0
DEP000633,P010,S0098,staging,2024-03-08 18:35:15.784321,Success,0,33.7,0
DEP000634,P010,S0098,staging,2024-03-13 13:57:43.308080,Success,0,8.8,0
DEP000635,P010,S0098,staging,2024-03-07 01:35:25.105784,Success,0,6.9,0
DEP000636,P010,S0098,staging,2024-03-17 09:21:44.786717,Success,0,15.3,0
DEP000637,P010,S0098,production,2024-03-15 11:57:37.242675,Success,0,23.9,0
DEP000638,P010,S0098,staging,2024-03-13 07:12:36.364608,Success,0,14.4,0
DEP000639,P010,S0099,production,2024-03-21 19:26:00.752630,Success,0,44.5,0
DEP000640,P010,S0099,staging,2024-03-25 06:51:28.332747,Success,0,13.4,0
DEP000641,P010,S0099,production,2024-03-21 22:03:52.051219,Success,0,4.1,0
DEP000642,P010,S0099,production,2024-03-26 00:54:29.591905,Success,0,18.1,0
DEP000643,P010,S0099,staging,2024-03-23 18:09:12.107804,Success,0,5.1,0
DEP000644,P010,S0099,staging,2024-03-23 01:50:47.017907,Success,0,23.4,0
DEP000645,P010,S0100,staging,2024-04-11 20:00:40.283811,Success,0,8.2,0
DEP000646,P010,S0100,production,2024-04-09 13:54:04.381906,Success,0,25.6,0
DEP000647,P010,S0100,production,2024-04-09 13:36:01.999896,Success,0,11.3,0
DEP000648,P010,S0100,production,2024-04-05 08:28:37.064090,Success,0,9.5,0
DEP000649,P010,S0100,production,2024-04-06 22:23:15.757907,Success,0,23.6,0
DEP000650,P010,S0100,staging,2024-04-11 06:55:05.060727,Success,0,36.8,0
DEP000651,P010,S0100,staging,2024-04-12 11:12:04.205088,Success,0,3.4,0
DEP000652,P010,S0100,staging,2024-04-16 11:33:26.535498,Success,0,31.7,0
